ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagec.drinker	Averagec.no_drinker	Medianc.drinker	Medianc.no_drinker
hsa-miR-106a-5p	1.35296601124962	0.832634247985916	0.72489819842324	1.1486223166191	0.250711750781765	NA	c.no_drinker_vs_c.drinker	NA	0.842667636811935	3.47589441808835	0	0
hsa-miR-106b-3p	3.63739728160965	0.944266549362389	0.63734727710395	1.48155736014603	0.1384581117902	0.539777304063305	c.no_drinker_vs_c.drinker	FALSE	1.53638324345805	26.0822655507066	0	0.551801581566234
hsa-miR-106b-5p	32.7869490066696	-0.670849830016768	0.530153401471552	-1.26538814643966	0.205732222274355	0.619596544570477	c.no_drinker_vs_c.drinker	FALSE	18.7212315985186	58.6667916345086	3.01306056297588	9.36090374658809
hsa-miR-107	8.02877844066588	-0.496168600929633	0.446311081758166	-1.11171024249513	0.266262754515346	0.671084547923282	c.no_drinker_vs_c.drinker	FALSE	8.8995213030592	38.8637498897207	3.88026634150535	2.86698347665817
hsa-miR-107-5p:Novel	1.80285271970789	0.0467060121098647	0.639191688944049	0.0730704308546682	0.941750071498877	NA	c.no_drinker_vs_c.drinker	NA	1.25168148974979	5.19761317507156	0	0.611376972319988
hsa-miR-10a-3p	1.4222375547793	0.576327938830265	0.537906197506117	1.07142832988778	0.283976880307062	NA	c.no_drinker_vs_c.drinker	NA	1.31401084305082	4.45416356008216	0.465206900271626	1.20432678814825
hsa-miR-10a-5p	23.2212825124352	0.590729829375814	0.463277479128027	1.27511017908247	0.202270247009162	0.618809823477182	c.no_drinker_vs_c.drinker	FALSE	17.4757538064126	219.878825186636	4.80998597674101	6.83325540768134
hsa-miR-10b-3p	2.5629091532334	0.306842933090639	0.440556684826491	0.696489109480853	0.486122575156774	0.811703282292301	c.no_drinker_vs_c.drinker	FALSE	1.75066434327468	4.12719100677829	0.699354391422023	2.46804916076352
hsa-miR-10b-5p	28.5087355192415	0.720224473711324	0.443383093173198	1.62438416078708	0.10429384538934	0.483496661286785	c.no_drinker_vs_c.drinker	FALSE	14.3256161668745	123.740890709877	4.66979085510898	4.22109680364609
hsa-miR-11181-3p	1.20459000881947	0.147145123604865	0.490638604719908	0.299905311545687	0.764249382693322	NA	c.no_drinker_vs_c.drinker	NA	1.34469668841461	1.90523571303797	0.57819714129528	0.862441979939418
hsa-miR-11181-5p	0.130746509182072	0.452830253089291	2.20052932497312	0.205782421506618	0.83696087293844	NA	c.no_drinker_vs_c.drinker	NA	0.22068395078591	0.0991129520745072	0	0
hsa-miR-11399	3.59547346516684	1.00448667328851	0.423484854545685	2.37195418562518	0.0176942845885926	0.232422181509391	c.no_drinker_vs_c.drinker	FALSE	3.10225454775515	5.82848434581783	1.27945031165681	4.46276939071932
hsa-miR-11399-3p:Novel	194.940745433084	-0.0232142318373948	0.335394277032502	-0.0692147523887095	0.944818680561234	0.98169422284554	c.no_drinker_vs_c.drinker	FALSE	221.286673170946	169.849753437562	118.657728971309	135.482222658643
hsa-miR-11400	2.81565318480948	1.29457578492267	0.467323983540817	2.77018905623875	0.00560237638363529	0.133056439111338	c.no_drinker_vs_c.drinker	FALSE	1.22104425835021	6.19113773590386	0.66956901399464	1.83583600555782
hsa-miR-11400-3p:Novel	4.81112895440762	0.459790896059611	0.367923276560481	1.24969232813415	0.211411960916907	0.627629258972068	c.no_drinker_vs_c.drinker	FALSE	3.77699545333635	8.88099144703821	2.63671075002485	4.9550368730656
hsa-miR-11401	1.60826251422518	0.949580771897865	0.484073678866607	1.96164512419097	0.0498038148339125	NA	c.no_drinker_vs_c.drinker	NA	1.21318097334304	3.1210565304713	0.496910841270048	1.01308036051111
hsa-miR-11401-3p:Novel	5.44279584562188	0.0839298850512674	0.347845279896092	0.241285105482353	0.809334154023832	0.93286179133487	c.no_drinker_vs_c.drinker	FALSE	4.22670222938324	7.53471064830803	1.74723745831458	4.31448795302992
hsa-miR-1178-3p	0.281406825491137	0.544195097727775	0.820869408427623	0.662949663053203	0.507362793182659	NA	c.no_drinker_vs_c.drinker	NA	0.199529332244622	0.267827208802542	0	0
hsa-miR-1178-5p	1.30252465355764	-0.0161613579382898	0.640424962314271	-0.0252353654046968	0.979867228417621	NA	c.no_drinker_vs_c.drinker	NA	1.14915590087406	0.962235674880918	0	0.163921138043522
hsa-miR-1179	1.42293133886007	0.0220708137737678	0.55460427258327	0.039795607183055	0.968256078418981	NA	c.no_drinker_vs_c.drinker	NA	1.07988234897903	1.36532782772375	0.283803895901702	0.334357219312249
hsa-miR-1179-3p:Novel	5.65867732751756	0.0341974373116177	0.298841964345287	0.114433183393566	0.908894410217085	0.976520482405856	c.no_drinker_vs_c.drinker	FALSE	4.89798808740293	7.92884985690082	3.56177826019425	5.4590917757333
