ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no.x	yes.x	no.y	yes.y
hsa-miR-597-3p	1.10436137320489	0.46619970782969	0.54080313000046	0.862050683451653	0.388659627942314	NA	yes_vs_no	NA	0.933	1.135	0.377	0.497
hsa-miR-597-5p	0.659028432881428	0.626154767196143	0.749357835115232	0.8355884703599	0.403386457191125	NA	yes_vs_no	NA	0.546	0.688	0	0
hsa-miR-598-3p	1.29396253153775	1.28341581989973	0.55918700309039	2.29514601163266	0.0217247579702061	NA	yes_vs_no	NA	0.658	1.589	0.37	0.612
hsa-miR-598-5p	31.3886357669886	0.144894144225973	0.30863689591406	0.46946475338554	0.638737472943055	0.81299749345186	yes_vs_no	FALSE	33.594	26.219	20.072	22.345
hsa-miR-599	15.9766439667208	-0.272508773611175	0.33897156802181	-0.803928114683769	0.421438491950855	0.652969515306571	yes_vs_no	FALSE	15.874	14.7	10.332	9.931
hsa-miR-599-5p:Novel	11.5758301030237	0.558368665772298	0.422486728852587	1.32162415441722	0.186293336016818	0.438645659851982	yes_vs_no	FALSE	12.219	9.887	6.814	5.168
hsa-miR-600	8.20616723526953	0.294862430223676	0.351680840054882	0.838437573618345	0.401784994417335	0.637471767375164	yes_vs_no	FALSE	5.376	9.504	3.655	4.466
hsa-miR-600-5p:Novel	1.5281744491471	0.529759461842421	0.468553078971438	1.13062849358571	0.258211489479962	NA	yes_vs_no	NA	1.132	1.807	1.016	0.617
hsa-miR-601	1.03459159937023	0.0345432650910551	0.585921774876387	0.058955421307465	0.952987614957202	NA	yes_vs_no	NA	0.824	1.086	0.313	0.289
hsa-miR-601-3p:Novel	9.60160993540319	1.31334566849213	0.457473320035305	2.87086833477148	0.00409345986542348	0.0837177681791506	yes_vs_no	FALSE	5.137	12.18	4.231	4.574
hsa-miR-602	3.94110637484638	0.305465755713065	0.3873990550646	0.78850413215935	0.43040188251187	NA	yes_vs_no	NA	3.147	4.154	2.408	1.792
hsa-miR-602-3p:Novel	5.35490542350859	0.263424187300492	0.385349919349329	0.683597359369607	0.49422945259324	0.708057035393283	yes_vs_no	FALSE	5.461	5.064	2.598	3.339
hsa-miR-603	1.99731302501609	0.658623051040449	0.560324534032394	1.17543139919405	0.239822167610446	NA	yes_vs_no	NA	1.542	2.165	0.919	0.617
hsa-miR-603-5p:Novel	1.84689604968078	0.0353983084229769	0.709733748402963	0.0498754758423563	0.96022162041746	NA	yes_vs_no	NA	0.873	2.275	0.284	0.099
hsa-miR-604	6.97074009866119	1.21733269865817	0.433638741854932	2.80725078541395	0.00499663253311934	0.0908807801313735	yes_vs_no	FALSE	5.896	7.185	3.232	2.87
hsa-miR-604-5p:Novel	2.12707901836269	1.30332049080576	0.492904831866906	2.64416253715622	0.00818933210498616	NA	yes_vs_no	NA	1.347	2.503	0.896	0.619
hsa-miR-605-3p	0.578572704680006	0.347251411790927	0.842058521195716	0.412383941317799	0.680058031640866	NA	yes_vs_no	NA	0.63	0.514	0	0
hsa-miR-605-5p	0.257001766195341	0.850163828855537	1.46728153631638	0.579414248604175	0.562309692126663	NA	yes_vs_no	NA	0.209	0.255	0	0
hsa-miR-606	4.58296667306995	0.281809626226687	0.369730361307339	0.762203096413909	0.445938798342413	NA	yes_vs_no	NA	3.999	4.56	3.096	2.704
hsa-miR-606-5p:Novel	0.850954392933659	0.725285331844645	0.70382244820051	1.03049474153462	0.302777819454834	NA	yes_vs_no	NA	0.64	0.945	0	0
hsa-miR-6068	1.60786337996064	0.950190909455154	0.551202212942501	1.72385176826979	0.0847346062934647	NA	yes_vs_no	NA	0.951	1.905	0.448	0.421
hsa-miR-6068-3p:Novel	23.7449472704826	0.506203366612524	0.353752007941631	1.43095545819784	0.152442981169046	0.401992268763978	yes_vs_no	FALSE	19.769	24.922	11.55	17.415
hsa-miR-6069	6.24481725448316	0.324011296934949	0.525643753767669	0.616408536413733	0.53762492074774	0.745642969308065	yes_vs_no	FALSE	3.01	8.695	1.24	1.077
hsa-miR-6069-3p:Novel	18.8659865749008	0.323137613806142	0.299569854381002	1.07867199947017	0.280733972216909	0.529806218243941	yes_vs_no	FALSE	16.821	19.254	12.911	11.209
hsa-miR-607	389.710682081915	0.613772171987537	0.314580875775273	1.9510791000086	0.051047636998822	0.242669638005764	yes_vs_no	FALSE	415.715	342.925	241.059	251.194
hsa-miR-607-5p:Novel	30.9788170202188	0.0752968185805207	0.41729633922611	0.180439681594526	0.856807404131306	0.938431048548633	yes_vs_no	FALSE	20.906	38.817	10.962	10.558
hsa-miR-6070	11.6757431429024	0.553320453637421	0.348469283489252	1.58786004923297	0.112317989133119	0.359589480515472	yes_vs_no	FALSE	10.027	11.751	5.504	5.917
hsa-miR-6070-3p:Novel	302.59498954588	-0.508927116438066	0.429743545144666	-1.18425773275255	0.236311054815582	0.490891151923052	yes_vs_no	FALSE	295.97	281.292	135.338	136.66
hsa-miR-6071	16.8524070467624	0.114163130910599	0.37367887465835	0.305511332464211	0.759976740237493	0.88771272641614	yes_vs_no	FALSE	15.189	15.961	10.731	10.336
hsa-miR-6071-3p:Novel	5.50504662650274	0.680531542079042	0.388994399110472	1.74946360059486	0.0802109153839245	0.309737534790232	yes_vs_no	FALSE	3.503	6.365	2.466	4.05
hsa-miR-6072	6.97864786974126	0.0176289474583901	0.373128636889379	0.0472462998427444	0.962316926761724	0.984355194874969	yes_vs_no	FALSE	6.168	7.354	5.178	2.968
hsa-miR-6072-5p:Novel	6.44073721928815	1.10307752540805	0.435258456292318	2.53430464006247	0.0112670732386906	0.121898076849626	yes_vs_no	FALSE	3.559	8.593	1.939	3.297
hsa-miR-6073	5.47794324512953	0.657251651844559	0.423651082762296	1.55139849415499	0.120806215882049	0.366546477573163	yes_vs_no	FALSE	5.187	4.966	2.71	2.926
hsa-miR-6073-5p:Novel	6.63928402194792	0.59761347443084	0.4751682200862	1.25768822317795	0.208504533016677	0.46387992884399	yes_vs_no	FALSE	5.634	7.147	2.437	2.571
hsa-miR-6074	2.98298691335872	0.45372914253441	0.420287413945202	1.07956871293217	0.280334280056454	NA	yes_vs_no	NA	2.521	3.161	1.298	1.42
hsa-miR-6074-5p:Novel	8.44930494547439	0.538828225793575	0.375020952252228	1.43679499120672	0.150776254045631	0.400051160311348	yes_vs_no	FALSE	7.92	8.088	4.805	5.729
hsa-miR-6075	973.462134079456	-0.145203524410923	0.223022101113314	-0.651072354202007	0.514999781564278	0.727843159755821	yes_vs_no	FALSE	886.057	944.338	785.103	735.342
hsa-miR-6075-5p:Novel	4.16686714251609	-0.136804980133276	0.39775283646929	-0.343944700300932	0.730887874339654	NA	yes_vs_no	NA	3.026	4.791	2.33	2.015
hsa-miR-6076	3.45796379399963	-0.415689029733358	0.381194606382981	-1.09049032376844	0.275497213408406	NA	yes_vs_no	NA	4.282	2.723	2.04	1.993
hsa-miR-6076-3p:Novel	21.2409336777312	0.88349060111528	0.370742917716167	2.38302758838312	0.0171709074437373	0.140846332299936	yes_vs_no	FALSE	13.364	24.778	8.531	8
hsa-miR-6077	21.7494997410983	0.618286698508526	0.377412840496734	1.63822380206981	0.101375016135835	0.340175522060087	yes_vs_no	FALSE	16.318	23.936	8.767	10.435
hsa-miR-6077-3p:Novel	7.72564609654217	-0.0131535260352285	0.369650640542204	-0.0355836689906309	0.971614330332685	0.984355194874969	yes_vs_no	FALSE	6.722	7.807	4.615	5.141
hsa-miR-6078	5.19112429887121	0.626726274322608	0.39793408926022	1.57494995085172	0.115267997505004	0.365296310822561	yes_vs_no	FALSE	4.61	5.411	2.495	2.634
hsa-miR-6078-3p:Novel	13.0115752873361	0.139221384669085	0.415495804697289	0.335072901086246	0.737570094231051	0.875900294881617	yes_vs_no	FALSE	12.249	13.006	6.185	5.377
hsa-miR-6079	4.14929130592236	0.574145016609323	0.453132940839679	1.26705645267237	0.20513510506769	NA	yes_vs_no	NA	3.34	4.601	2.122	1.757
hsa-miR-6079-5p:Novel	0.287829276370482	0.570229794585773	1.01728996581745	0.560538109827478	0.575112452831465	NA	yes_vs_no	NA	0.32	0.23	0	0
hsa-miR-608	5.67059998388911	0.917206799826785	0.358672409893744	2.55722708110865	0.0105510315455388	0.117181810527887	yes_vs_no	FALSE	5.728	5.22	3.592	3.996
hsa-miR-608-3p:Novel	16.4114549388391	0.572115886096142	0.334616081295437	1.70976805382827	0.0873087726387699	0.317601477280163	yes_vs_no	FALSE	18.772	13.218	11.774	9.762
hsa-miR-6080	9.74941309075331	0.0398286942394572	0.388685285503832	0.102470290810802	0.918383393193348	0.965302477770228	yes_vs_no	FALSE	6.234	12.952	4.288	3.339
hsa-miR-6080-5p:Novel	0.836111361741789	0.914393300654356	0.656614356650208	1.39258804105234	0.163744401416674	NA	yes_vs_no	NA	0.916	0.704	0.098	0
hsa-miR-6081	202.221808899307	0.726188401833691	0.417732237078616	1.73840641773841	0.0821392266670863	0.311458824582045	yes_vs_no	FALSE	132.909	238.24	64.431	144.388
hsa-miR-6081-5p:Novel	1.50659310154691	0.219325572170298	0.540920361633021	0.405467399134619	0.685133977307124	NA	yes_vs_no	NA	1.141	1.631	0.652	0.594
hsa-miR-6082	1.85632211809248	1.14077620625366	0.465445360276692	2.45093474683153	0.0142485781008644	NA	yes_vs_no	NA	1.245	2.141	0.716	1.023
hsa-miR-6082-3p:Novel	10.0395004639168	0.0689853989875932	0.374295979913214	0.184307079663502	0.853772560300139	0.938431048548633	yes_vs_no	FALSE	9.24	9.513	5.547	5.742
hsa-miR-6083	76.0380164026118	0.441861918723985	0.364224025507261	1.21315972527786	0.225068758949201	0.483666596714465	yes_vs_no	FALSE	51.707	85.931	34.665	44.049
hsa-miR-6083-5p:Novel	3.1559581945047	-0.0385293492582301	0.373438527531227	-0.103174542575841	0.917824444148298	NA	yes_vs_no	NA	2.716	3.238	1.847	2.474
hsa-miR-6084	13.2720571859245	0.284002901897325	0.345627925182483	0.821701260820805	0.411246941427589	0.645958430948515	yes_vs_no	FALSE	11.226	14.273	8.72	6.394
hsa-miR-6084-5p:Novel	17.9167645119084	0.34940739973337	0.299086554809132	1.16824843549504	0.242706568236396	0.496895176405672	yes_vs_no	FALSE	15.99	17.619	12.717	11.92
hsa-miR-6085	16.3076086973588	0.0615303444266345	0.314276268311745	0.195784252998702	0.844779035832203	0.93442330767697	yes_vs_no	FALSE	17.325	13.501	11.295	12.466
hsa-miR-6085-5p:Novel	14.2928542372597	0.389085835089351	0.337870646116472	1.15158223882883	0.249492783355996	0.503397818507677	yes_vs_no	FALSE	14.539	13.261	11.366	8.3
hsa-miR-6086	0.281305566357508	0.863574137685599	1.25152299895994	0.690018592070027	0.490182495552842	NA	yes_vs_no	NA	0.203	0.308	0	0
hsa-miR-6086-3p:Novel	1.59799541329006	0.978203383010835	0.494603730060126	1.97775173044474	0.0479567212995576	NA	yes_vs_no	NA	1.255	1.716	0.399	1.007
hsa-miR-6088	0.303054935363221	1.43416406328496	1.11231543440815	1.28935014198384	0.197276386309963	NA	yes_vs_no	NA	0.219	0.345	0	0
hsa-miR-6088-3p:Novel	10.3592048912381	0.755655811110991	0.428151916444543	1.76492450947342	0.0775764538815507	0.302355433606665	yes_vs_no	FALSE	10.211	10.078	5.074	4.259
hsa-miR-6089	20.3147772248833	0.176926586220672	0.333546761578901	0.530440125945638	0.595806811470734	0.784614426438374	yes_vs_no	FALSE	15.91	22.287	10.518	16.523
hsa-miR-6089-5p:Novel	9.90556555131731	0.56387461843859	0.435205369280921	1.29565179623189	0.195095475576327	0.446974968555069	yes_vs_no	FALSE	10.646	8.925	4.402	3.779
hsa-miR-609	2.70138980355588	0.518242363784672	0.449716606799693	1.15237542031776	0.249166836906279	NA	yes_vs_no	NA	2.153	2.829	0.909	1.42
hsa-miR-609-3p:Novel	3.3845426364014	1.10024078372942	0.485186375562102	2.26766628072513	0.023349554526079	NA	yes_vs_no	NA	1.915	4.36	1.371	1.855
hsa-miR-6090	10.0791848457968	1.16337829234669	0.447049023184433	2.60235059694277	0.00925871466731357	0.1094367411373	yes_vs_no	FALSE	6.352	11.797	4.731	4.257
hsa-miR-6090-5p:Novel	19.724031053548	0.840365299360818	0.443930531198396	1.89301082106752	0.0583564304373648	0.259952241231785	yes_vs_no	FALSE	12.564	22.902	6.266	9.147
hsa-miR-610	2.1845852727202	1.46799033305539	0.605638836837096	2.4238708678622	0.0153560647471774	NA	yes_vs_no	NA	0.991	2.778	0.435	0.667
hsa-miR-610-3p:Novel	9.19331257806488	0.366587453350003	0.42717114021835	0.858174672480497	0.390796019247503	0.632021912571671	yes_vs_no	FALSE	6.781	10.051	4.919	4.466
hsa-miR-611	12.9793587727088	-0.0437849350413161	0.391350653727749	-0.111881594228219	0.910917290643525	0.962290572186552	yes_vs_no	FALSE	10.441	13.032	5.296	7.696
hsa-miR-611-5p:Novel	2.4059570625894	-0.680260962859558	0.534674835753485	-1.27228909492422	0.20327042175984	NA	yes_vs_no	NA	1.399	2.893	0.948	0.84
hsa-miR-612	23.3055678798939	0.470427115441025	0.474568755597302	0.991272834320783	0.321552374151476	0.569983375084891	yes_vs_no	FALSE	42.001	12.394	4.998	4.67
hsa-miR-612-3p:Novel	3.58440047088433	-0.111530392406515	0.378094407483372	-0.294980275293862	0.768008947672948	NA	yes_vs_no	NA	3.671	3.315	2.626	1.792
hsa-miR-6124	3.98758754948199	-0.0912118218711818	0.447235116911007	-0.203946019492319	0.838395682410887	NA	yes_vs_no	NA	4.044	3.618	2.591	2.131
hsa-miR-6124-3p:Novel	90.9070992885148	0.842869559959825	0.260454781859674	3.23614546041985	0.00121155627648434	0.0563149306291796	yes_vs_no	FALSE	77.05	91.923	62.003	69.515
hsa-miR-6125	72.0909226823441	0.313617895292911	0.396266500040453	0.791431764383048	0.428692080100393	0.658517209946136	yes_vs_no	FALSE	78.822	69.472	32.38	37.114
hsa-miR-6125-5p:Novel	26.7448413355838	0.581023031021949	0.291767349511447	1.9913915384804	0.0464378587705609	0.23721106953732	yes_vs_no	FALSE	24.143	26.817	18.538	14.518
hsa-miR-6126	7.63563531067573	0.495550660242936	0.416249867856792	1.1905124746212	0.233845029924671	0.490891151923052	yes_vs_no	FALSE	5.742	8.692	3.293	3.33
hsa-miR-6126-3p:Novel	23.4743047640771	-0.0930851618286227	0.31679787145987	-0.29383139918102	0.768886740537943	0.89264834354775	yes_vs_no	FALSE	21.789	23.008	15.916	15.218
hsa-miR-6127	83.8570298388861	0.731384297267066	0.363194344580293	2.01375464178071	0.0440353000357774	0.230267923103752	yes_vs_no	FALSE	113.192	59.643	35.28	38.326
hsa-miR-6127-3p:Novel	44.8608693825179	0.752507222022013	0.408962118018078	1.8400413849303	0.0657621616780128	0.277731713998563	yes_vs_no	FALSE	42.69	43.169	12.979	19.996
hsa-miR-6128	1.39646364326192	0.627451024316892	0.605524838847291	1.03621021643198	0.300104081551434	NA	yes_vs_no	NA	1.015	1.525	0.475	0.393
hsa-miR-6128-5p:Novel	1.1092390096199	1.17418171495694	0.576579646591142	2.03646056862907	0.0417041287499808	NA	yes_vs_no	NA	0.465	1.433	0	0.619
hsa-miR-6129	11.3771913229688	0.611840925302669	0.372497525645853	1.64253688461912	0.100478788661242	0.338980859596394	yes_vs_no	FALSE	7.882	13.591	5.873	7.341
hsa-miR-6129-3p:Novel	6.04308940940341	0.82991925119134	0.417507223629788	1.98779614871346	0.0468342398590082	0.23721106953732	yes_vs_no	FALSE	3.621	7.45	2.467	3.78
hsa-miR-613	2.20382901867036	-0.407388927083798	0.576461996952042	-0.706705609802221	0.479749442679556	NA	yes_vs_no	NA	1.982	2.092	0.889	0.436
hsa-miR-613-5p:Novel	1.78654418586211	0.488917499935996	0.373824980911028	1.30787808440325	0.190914663955765	NA	yes_vs_no	NA	1.636	1.72	1.357	1.17
hsa-miR-6130	36.45862736881	1.10410599394423	0.382302458896162	2.88804314032443	0.00387646702024136	0.0837177681791506	yes_vs_no	FALSE	27.668	40.827	11.821	30.19
hsa-miR-6130-5p:Novel	7.18498209833211	0.358540784000303	0.424212076943994	0.845192307072482	0.398003476826318	0.634723079510479	yes_vs_no	FALSE	5.563	8.258	2.659	4.062
hsa-miR-6131	23.3682116482094	0.210731642740293	0.394944397910335	0.533572938001608	0.59363703554806	0.782578234887412	yes_vs_no	FALSE	16.345	25.377	9.92	14.518
hsa-miR-6131-5p:Novel	141.025191621602	0.591564920694573	0.428909180981585	1.37923119141619	0.167823483951065	0.421236944717173	yes_vs_no	FALSE	57.716	218.818	17.619	19.278
hsa-miR-6132	17.1793540680057	0.316355501864261	0.353182740003265	0.895727525816625	0.37039830550287	0.612450426094995	yes_vs_no	FALSE	13.041	18.973	9.179	10.907
hsa-miR-6132-3p:Novel	5.60890858446351	0.331637245130363	0.428621409081459	0.7737300053235	0.439090472143821	0.663127006667263	yes_vs_no	FALSE	4.509	5.895	2.466	2.297
hsa-miR-6133	3.07113774258425	0.404852593029835	0.427716466492406	0.946544322574083	0.343871026766534	NA	yes_vs_no	NA	2.539	3.201	1.557	1.948
hsa-miR-6133-5p:Novel	10.7296956408115	0.346333388714338	0.343024607857963	1.00964589939199	0.312664970758307	0.560969264599308	yes_vs_no	FALSE	9.493	10.61	6.863	7.271
hsa-miR-6134	6.58481169772376	0.0775165027278567	0.382316146672252	0.202754980145553	0.83932654761751	0.931410022720488	yes_vs_no	FALSE	5.958	6.448	3.882	4.088
hsa-miR-6134-5p:Novel	3.36164672613072	0.534028335032928	0.422168287837552	1.26496553724665	0.20588368208139	NA	yes_vs_no	NA	3.119	3.293	2.031	1.972
hsa-miR-614	1.79057200507588	0.30290306324633	0.496519522789553	0.610052675360186	0.541826914421467	NA	yes_vs_no	NA	1.225	2.038	0.913	1.028
hsa-miR-614-5p:Novel	1.33964460543898	0.960368517172012	0.481724486459893	1.99360535776287	0.0461951993967699	NA	yes_vs_no	NA	1.011	1.442	0.307	0.497
hsa-miR-615-3p	6.24086372097365	-0.920967072123427	0.604165494418247	-1.52436224946979	0.127418244863163	0.368460846764096	yes_vs_no	FALSE	6.941	5.126	2.629	1.902
hsa-miR-615-5p	28.4656829114279	1.48187390405069	0.555541029799045	2.66744277121481	0.00764309047579998	0.104258904508125	yes_vs_no	FALSE	21.551	33.344	4.621	4.263
hsa-miR-616-3p	4.5298640880966	0.0460629567850878	0.391352684546119	0.117701905733726	0.906303856721842	NA	yes_vs_no	NA	3.796	4.447	3.194	2.098
hsa-miR-616-5p	0.28523399004012	0.832735078162604	1.15955412746105	0.718151105188985	0.472664122142674	NA	yes_vs_no	NA	0.121	0.373	0	0
hsa-miR-6165	5.55541259892731	-0.179217443011989	0.3891554876904	-0.460529142414583	0.645136458588029	0.815750783570641	yes_vs_no	FALSE	5.217	5.699	3.468	3.053
hsa-miR-6165-3p:Novel	27.8716160267591	0.409619587827307	0.296432102086616	1.38183275341622	0.167023059658927	0.4209336881502	yes_vs_no	FALSE	22.497	29.103	16.475	23.606
hsa-miR-617	8.79710469340009	-0.370056940569964	0.473166781949582	-0.782085629606592	0.434164251494861	0.659656338530328	yes_vs_no	FALSE	14.202	4.044	2.766	2.061
hsa-miR-617-3p:Novel	27.0118782136348	0.187405245090389	0.37786293777747	0.495960906334653	0.619921993149408	0.799021934453055	yes_vs_no	FALSE	25.351	27.822	15.498	17.227
hsa-miR-618	1.12934921683823	-0.179644116339209	0.594296505883879	-0.302280283596871	0.762438407163642	NA	yes_vs_no	NA	0.977	1.135	0.625	0.198
hsa-miR-618-3p:Novel	6.92801934480113	0.521225617981859	0.411390558105916	1.26698488264202	0.205160695393377	0.458190967488645	yes_vs_no	FALSE	5.358	7.59	3.394	3.579
hsa-miR-619-3p	2.25329062707937	0.574544183090398	1.02376918493379	0.561204802357435	0.574657929519121	NA	yes_vs_no	NA	0.818	3.116	0	0
hsa-miR-619-5p	4.28933888125456	0.282651990454757	0.509492952460177	0.554771148629086	0.579051203706288	NA	yes_vs_no	NA	2.772	5.588	1.618	1.352
hsa-miR-620	0.419987063336565	0.79688303185184	1.28083913171551	0.622157000141403	0.533838637493173	NA	yes_vs_no	NA	0.334	0.448	0	0
hsa-miR-620-5p:Novel	1.38241837988395	0.618290015653071	0.736714945105806	0.83925271200284	0.401327513145454	NA	yes_vs_no	NA	0.765	1.651	0.246	0
hsa-miR-621	8.52586269697273	0.509828842935077	0.429776298304325	1.18626561061324	0.235517422914744	0.490891151923052	yes_vs_no	FALSE	6.875	9.005	4.167	4.062
hsa-miR-621-5p:Novel	2.5488449217941	0.631911522600893	0.540749790294393	1.16858394389181	0.242571300312025	NA	yes_vs_no	NA	2.558	2.267	0.931	0.716
hsa-miR-622	77.0241752467936	0.35653186782429	0.475000313614364	0.750592910373835	0.452897689144937	0.675043467787287	yes_vs_no	FALSE	15.805	133.851	8.235	12.119
hsa-miR-622-5p:Novel	7.2443787768308	0.245061949213288	0.325711346173439	0.752389967658035	0.451816577965233	0.6750354825552	yes_vs_no	FALSE	6.073	7.518	5.129	5.553
hsa-miR-623	8.77943412375876	-0.0688122537654335	0.453160359202858	-0.151849676098058	0.87930550053855	0.946422301180001	yes_vs_no	FALSE	9.682	6.857	2.427	4.847
hsa-miR-623-3p:Novel	4.19844435979201	0.475682888253094	0.411043085558081	1.15725797359479	0.247166978317437	NA	yes_vs_no	NA	4.103	3.95	2.685	2.049
hsa-miR-624-3p	0.285774741259331	0.926951695617938	1.25060363597061	0.741203422856289	0.458570108350923	NA	yes_vs_no	NA	0.185	0.333	0	0
hsa-miR-624-5p	1.00272944435349	1.0220606867281	0.662305148889234	1.54318698630415	0.122785413895693	NA	yes_vs_no	NA	0.673	1.176	0	0
hsa-miR-625-3p	0.597599772595924	1.17196035577572	0.663948933058576	1.76513628898674	0.0775408630452255	NA	yes_vs_no	NA	0.314	0.814	0	0
hsa-miR-625-5p	3.46469533452353	0.164089033169632	0.50347391999213	0.325913670309273	0.744489672517981	NA	yes_vs_no	NA	2.697	3.926	1.402	1.42
hsa-miR-626	3.92198912901323	-0.421061125627578	0.51398996880417	-0.819201056797281	0.412671712070153	NA	yes_vs_no	NA	3.273	4.015	1.513	1.723
hsa-miR-626-5p:Novel	2.54686019955424	0.228765574679283	0.635798149342588	0.359808494120068	0.718990350658926	NA	yes_vs_no	NA	2	2.768	0.596	0.436
hsa-miR-627-3p	0.757325914625236	1.02758245167503	0.641816023074267	1.60105453078744	0.109364841817787	NA	yes_vs_no	NA	0.659	0.741	0.244	0
hsa-miR-627-5p	2.54406274863028	0.716233023211823	0.499675493820606	1.43339633836228	0.151744604230996	NA	yes_vs_no	NA	2.484	2.397	1.298	1.292
hsa-miR-628-3p	4.36758467325323	0.841263601179604	0.462313797891859	1.81968092887503	0.0688076092420858	NA	yes_vs_no	NA	5.36	3.797	1.49	1.148
hsa-miR-628-5p	0.128635599798091	0.750397818632057	1.7876182040597	0.419775216501989	0.674649671489309	NA	yes_vs_no	NA	0.125	0.123	0	0
hsa-miR-629-3p	0.572180602092224	0.446008195435855	0.998924282178975	0.446488491062574	0.655244424218626	NA	yes_vs_no	NA	0.781	0.408	0	0
hsa-miR-629-5p	9.86628063117177	0.858812459351595	0.582041051716546	1.47551870580056	0.140073143011602	0.383929617215369	yes_vs_no	FALSE	2.93	15.951	1.373	1.577
hsa-miR-630	0.97571514811975	1.13169912100667	0.645301502731334	1.75375249587454	0.0794729260857839	NA	yes_vs_no	NA	0.45	1.307	0	0.099
hsa-miR-630-5p:Novel	1.85258153813954	0.848897444554576	0.581911888152808	1.45880753055119	0.144618089359255	NA	yes_vs_no	NA	1.026	2.415	0.461	0.399
hsa-miR-631	2.62550230968683	0.968014665488587	0.464126253353285	2.08567099683489	0.0370084353652288	NA	yes_vs_no	NA	1.858	2.954	1.593	1.263
hsa-miR-631-3p:Novel	16.1239856049844	-0.639955248541798	0.44759974162911	-1.42974892302793	0.152789093386787	0.401992268763978	yes_vs_no	FALSE	17.741	13.392	7.646	7.945
hsa-miR-632	42.5062738111764	0.034279145387174	0.409934077103402	0.0836211169107744	0.933357676870804	0.972086211180796	yes_vs_no	FALSE	55.818	30.587	8.038	9.937
hsa-miR-632-5p:Novel	6.73584212746386	1.30912623535356	0.484558363733443	2.70168948332036	0.00689881582129167	0.0983865210877392	yes_vs_no	FALSE	3.432	8.45	2.035	3.436
hsa-miR-633	2.09844553077715	1.02453497550902	0.494397906854755	2.07228825467097	0.0382385671119475	NA	yes_vs_no	NA	1.698	2.239	1.021	0.867
hsa-miR-633-5p:Novel	33.4059893039814	-1.00716565098506	0.761717794420755	-1.32222938516351	0.186091778809059	0.438645659851982	yes_vs_no	FALSE	25.803	37.098	2.912	1.703
hsa-miR-634	3.25642548445765	1.03760376945935	0.465889988748247	2.22714330532661	0.0259376977706272	NA	yes_vs_no	NA	2.247	3.793	1.267	1.792
hsa-miR-634-5p:Novel	2.91169783938861	0.363223421133083	0.446213581372975	0.814012473612893	0.415637805191654	NA	yes_vs_no	NA	2.246	3.087	1.654	1.755
hsa-miR-635	4.12359917514511	0.351195574303817	0.450971035822166	0.778754169130955	0.436124539974725	NA	yes_vs_no	NA	3.242	4.476	0.849	1.132
hsa-miR-635-3p:Novel	9.61555635194903	0.312107634456696	0.300054109151931	1.04017117225567	0.298260382135895	0.54885158296268	yes_vs_no	FALSE	8.66	9.094	6.503	7.38
hsa-miR-636	53.3089845944109	0.898998975936844	0.420677858546334	2.13702470351866	0.0325959824063864	0.205567627738769	yes_vs_no	FALSE	52.036	53.821	20.483	21.795
hsa-miR-636-5p:Novel	7.6490939336677	1.0770927846587	0.43043328717008	2.50234546621646	0.0123373472500742	0.124828768614023	yes_vs_no	FALSE	6.27	7.926	2.915	3.359
hsa-miR-637	13.0525665190546	-0.385292051279265	0.31289762432438	-1.2313677743997	0.218185343991983	0.476213229060764	yes_vs_no	FALSE	13.61	11.335	9.398	10.22
hsa-miR-637-5p:Novel	5.14309366206217	0.396435149670526	0.412017011705437	0.962181508063432	0.335958436349507	0.585860952753445	yes_vs_no	FALSE	3.568	6.234	2.296	2.749
hsa-miR-638	51.1220256575417	1.03623543192993	0.450302298187289	2.30119951885952	0.0213803560853837	0.153787618928078	yes_vs_no	FALSE	69.279	35.158	12.45	14.846
hsa-miR-638-3p:Novel	85.121080002663	0.79899580563387	0.381855133736413	2.09240556180502	0.0364022516910973	0.209356139766174	yes_vs_no	FALSE	78.422	87.095	37.947	57.919
hsa-miR-639	27.1018861063734	1.10859979401205	0.396372248476632	2.79686531605757	0.00516010387719329	0.0925132909411082	yes_vs_no	FALSE	26.823	27.484	10.952	10.307
hsa-miR-639-5p:Novel	16.1810592993834	0.37286681303051	0.470195653914469	0.793003529331507	0.42777576651616	0.658222367705787	yes_vs_no	FALSE	11.111	18.232	2.505	2.749
hsa-miR-640	2.73447037773929	0.173966511122832	0.449709500941893	0.386841974115442	0.698873200889891	NA	yes_vs_no	NA	4.057	1.631	1.402	1.024
hsa-miR-640-5p:Novel	9.49527092816509	0.208975156488333	0.370253778048379	0.564410598562556	0.572474727563031	0.770282404802608	yes_vs_no	FALSE	8.032	9.447	5.308	5.408
hsa-miR-641	10.360491020527	0.315421253769592	0.344752056256535	0.914922037578459	0.360232559941105	0.607062408941038	yes_vs_no	FALSE	8.439	10.86	5.167	7.993
hsa-miR-641-3p:Novel	34.0168077256035	0.224012115333415	0.362400050278335	0.618134890327322	0.536486424846359	0.745615130877276	yes_vs_no	FALSE	29.751	35.397	18.618	15.493
hsa-miR-642a-3p	6.805914023247	-0.57392673238302	0.525837118300647	-1.09145344139604	0.275073408010868	0.527317705347489	yes_vs_no	FALSE	4.379	8.066	2.046	1.684
hsa-miR-642a-5p	1.87791799553959	0.177666746947041	0.514075629924907	0.345604297509675	0.729640115833826	NA	yes_vs_no	NA	1.548	2.024	1.332	0.699
