miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-6515-5p	17.1944086269302	-0.930538297004238	0.00487047777965734	0.147886353313238	U16_never	29_117	FALSE	hsa-miR-27b-3p	21.2665933581923	3.10398954600388	2.10692852507453e-06	9.69967465432461e-05	O16_never	14_117	TRUE	hsa-miR-30a-5p	10.6948652504925	2.3522069008581	9.87728858473205e-06	0.000429844966187413	O16_U16	14_29	FALSE
hsa-miR-92a-3p	65.6153017350154	-1.03931534038248	0.00487342686173043	0.147886353313238	U16_never	29_117	FALSE	hsa-miR-6126	9.58753073591295	2.2866256409096	2.21307096334806e-06	0.000100030807543332	O16_never	14_117	FALSE	hsa-miR-106b-3p	6.32162154613328	4.04351813791368	1.11395504914882e-05	0.000467463279553524	O16_U16	14_29	FALSE
hsa-miR-139-3p	5.7332147862192	1.14180105388121	0.00535255977209648	0.159525397493375	U16_never	29_117	FALSE	hsa-miR-28-3p	8.88238535178523	3.00128268505755	2.76926251861425e-06	0.000122935475379911	O16_never	14_117	FALSE	hsa-miR-629-5p	8.65102501225927	3.43663635982133	1.10971283099078e-05	0.000467463279553524	O16_U16	14_29	FALSE
hsa-miR-3663-3p	8.8114033244682	0.920916255639382	0.00594903973623582	0.171188746892717	U16_never	29_117	FALSE	hsa-miR-98-5p	15.8075686090089	2.54187125948365	3.20689574878854e-06	0.000139865663710321	O16_never	14_117	TRUE	hsa-miR-22-3p	43.5939998550417	3.01045033243392	1.19120026468994e-05	0.000483001685691224	O16_U16	14_29	TRUE
hsa-miR-765-5p:Novel	18.4502895427789	0.671124404779777	0.00592982701736924	0.171188746892717	U16_never	29_117	FALSE	hsa-miR-10a-5p	61.4445350523603	2.67765073434653	4.28293252004855e-06	0.000183575349048978	O16_never	14_117	TRUE	hsa-miR-4750-3p	3.22998553313692	3.34677827034869	1.19208926681238e-05	0.000483001685691224	O16_U16	14_29	FALSE
hsa-miR-1289	6.73064323109159	-0.714560846304575	0.00608974176708116	0.172267440834889	U16_never	29_117	FALSE	hsa-miR-30e-5p	11.7021782316567	2.50353535883878	5.37544064406374e-06	0.000226497380358347	O16_never	14_117	FALSE	hsa-miR-429-5p:Novel	7.87294029118602	2.43034373804364	1.32473592886645e-05	0.000527649056412909	O16_U16	14_29	FALSE
hsa-miR-4658	9.06387579321036	-0.922127744848091	0.00626770216140446	0.174346581789734	U16_never	29_117	FALSE	hsa-miR-429-5p:Novel	7.87294029118602	2.17850601897908	5.98819759886192e-06	0.000248110987179512	O16_never	14_117	FALSE	hsa-miR-30b-5p	5.11818757821712	3.47536415277187	1.42281321578518e-05	0.000557268509515864	O16_U16	14_29	FALSE
hsa-miR-4674	75.8239621328295	-0.843230179752591	0.00637746892469226	0.174491731726416	U16_never	29_117	FALSE	hsa-miR-143-3p	74.3081405351174	1.98599956533548	6.28864297965813e-06	0.000256287974548035	O16_never	14_117	TRUE	hsa-miR-6784-5p	18.8471052197329	2.38772320252519	1.81176575416234e-05	0.000697975331521556	O16_U16	14_29	TRUE
hsa-miR-1469-3p:Novel	28.8482084464542	-1.0127861178651	0.00664599079291654	0.174720545690766	U16_never	29_117	FALSE	hsa-miR-4750-3p	3.22998553313692	2.93836754088081	7.33263972205288e-06	0.000294015199177798	O16_never	14_117	FALSE	hsa-miR-6126	9.58753073591295	2.4184774129863	1.90516951314286e-05	0.000722120702562212	O16_U16	14_29	FALSE
hsa-miR-3185-3p:Novel	24.6589771313098	0.855540517124587	0.00678311136778146	0.174720545690766	U16_never	29_117	FALSE	hsa-miR-23b-3p	3.51643343010137	2.68490326819566	9.13153006636324e-06	0.000360333075317127	O16_never	14_117	FALSE	hsa-miR-200a-5p	6.21811208553833	3.07174416509492	2.03918327966257e-05	0.000760647731302703	O16_U16	14_29	FALSE
hsa-miR-3960-5p:Novel	264.277347504457	0.911742777149027	0.00668105436719352	0.174720545690766	U16_never	29_117	FALSE	hsa-miR-4698	63.5370496098854	2.07522754957157	1.20478398968283e-05	0.000467983280992425	O16_never	14_117	TRUE	hsa-miR-8065-5p:Novel	4.19514222552848	2.94910497867677	2.37499351625679e-05	0.000872067931750542	O16_U16	14_29	FALSE
hsa-miR-7845-3p:Novel	30.4678681837956	-0.847112397626168	0.00680457487711191	0.174720545690766	U16_never	29_117	FALSE	hsa-miR-8065-5p:Novel	4.19514222552848	2.55489236282108	1.32890336052539e-05	0.00050825442373325	O16_never	14_117	FALSE	hsa-miR-876-3p	2.98071115495855	2.54680806691715	2.50267042756468e-05	0.000904811616119538	O16_U16	14_29	FALSE
hsa-miR-3160-3p	18.4843931697899	0.626207920038571	0.00704794583166759	0.178227599894746	U16_never	29_117	FALSE	hsa-miR-378c-3p:Novel	7.49949739723967	2.17323945421856	1.53216142761869e-05	0.000577114137736372	O16_never	14_117	FALSE	hsa-miR-27b-3p	21.2665933581923	3.15405689466749	3.39715057063885e-05	0.0012095914910608	O16_U16	14_29	TRUE
hsa-miR-2277-5p	4.99500679538413	-0.92765033054894	0.0078386788997594	0.185474114259172	U16_never	29_117	FALSE	hsa-miR-148b-3p	6.17802773847277	2.92701387178416	1.65057018701473e-05	0.00061243544551024	O16_never	14_117	FALSE	hsa-miR-15a-5p	1.86137017494878	3.03599353339278	4.23258232588855e-05	0.00148456245758778	O16_U16	14_29	FALSE
hsa-miR-3196-3p:Novel	16.6770923762959	0.756451930522219	0.0078901510559624	0.185474114259172	U16_never	29_117	FALSE	hsa-miR-1304-5p	3.73866489139098	2.21896011341014	1.81101438912237e-05	0.000662085554611502	O16_never	14_117	FALSE	hsa-miR-137-3p	84.6478277046181	2.17084092083685	4.62111359326606e-05	0.00159700249179048	O16_U16	14_29	TRUE
hsa-miR-3612	11.9396260475358	-1.02418278542922	0.00768717575851537	0.185474114259172	U16_never	29_117	FALSE	hsa-miR-425-5p	5.19771591652143	2.77988017996698	1.84680857470131e-05	0.000665386393725719	O16_never	14_117	FALSE	hsa-miR-3202-3p:Novel	8.71727791204896	2.16898004406899	4.7695880857053e-05	0.00162442492774021	O16_U16	14_29	FALSE
