miRNA	min	max	mean	median	sd
hsa-miR-4666b-3p:Novel	0	135	9.73	4	17.781233528595
hsa-miR-4667-3p	0	134	6.54	2	13.9038977822247
hsa-miR-4667-5p	0	960	18.65	2	74.2016370184263
hsa-miR-4668-3p	0	4	0.2	0	0.545034224390536
hsa-miR-4668-5p	0	71	2.17	1	5.81360363909152
hsa-miR-4669	0	50	3.9	2	6.32139552935174
hsa-miR-4669-5p:Novel	0	125	6.91	3	11.8928265010636
hsa-miR-4670-3p	0	107	7.95	3	14.5002054049436
hsa-miR-4670-5p	0	11	0.47	0	1.04635777097269
hsa-miR-4671-3p	0	75	1.05	0	5.28636093716363
hsa-miR-4671-5p	0	48	4.17	1	7.81938711528372
hsa-miR-4672	0	289	22.3	9	41.0658935654137
hsa-miR-4672-5p:Novel	0	107	4.01	1	9.61432152226979
hsa-miR-4673	0	16	2.05	1	2.96050290917116
hsa-miR-4673-3p:Novel	0	151	10.43	5	15.62397843338
hsa-miR-4674	0	1470	90.06	40	145.387743677188
hsa-miR-4674-5p:Novel	0	376	30.25	15	46.0267708003647
hsa-miR-4675	0	1732	62.18	20	149.720867138919
hsa-miR-4675-5p:Novel	0	92	5.16	2	9.9788143202252
hsa-miR-4676-3p	0	24	0.37	0	1.7000443978219
hsa-miR-4676-5p	0	52	3.17	2	5.8468725235754
hsa-miR-4677-3p	0	39	2.32	1	4.51935390469149
hsa-miR-4677-5p	0	5	0.4	0	0.798381521034954
hsa-miR-4678	0	11	0.52	0	1.1821178847742
hsa-miR-4678-3p:Novel	0	31	1.53	1	3.06120656678323
hsa-miR-4679	0	13	0.69	0	1.77157726743811
hsa-miR-4679-3p:Novel	0	46	2.32	1	5.31446377662804
hsa-miR-4680-3p	0	15	0.57	0	1.62047630838443
hsa-miR-4680-5p	0	9	0.34	0	1.15634418027373
hsa-miR-4681	0	37	1.94	1	4.07580874921646
hsa-miR-4681-3p:Novel	0	36	2.15	1	3.57658964493195
hsa-miR-4682	0	137	7.9	4	13.0399796212085
hsa-miR-4682-3p:Novel	0	1183	45.12	18	111.257170152378
hsa-miR-4683	0	510	45.85	21	71.0724418708703
hsa-miR-4683-5p:Novel	0	82	7.79	3	12.2834159433335
hsa-miR-4684-3p	0	424	15.05	5	40.1694943809598
hsa-miR-4684-5p	0	3	0.12	0	0.382095202949751
hsa-miR-4685-3p	0	21	0.36	0	1.5919942713316
hsa-miR-4685-5p	0	745	21.61	6	57.86531902422
hsa-miR-4686	0	22	2.01	1	3.13968025867021
hsa-miR-4686-3p:Novel	0	272	7.52	2	24.8625673392518
hsa-miR-4687-3p	0	1619	35.68	7	129.718868729817
hsa-miR-4687-5p	0	47	2.09	1	4.83607258490506
hsa-miR-4688	0	218	10.52	2	26.5667766473396
hsa-miR-4688-5p:Novel	0	60	4.18	2	7.13853952045701
hsa-miR-4689	0	300	5.27	1	21.5676064314217
hsa-miR-4689-3p:Novel	0	105	6.86	4	10.3882240567305
hsa-miR-4690-3p	0	320	10.7	3	31.4465179502329
hsa-miR-4690-5p	0	656	24.53	11	51.9164642623762
hsa-miR-4691-3p	0	13	1.07	0	1.76625414152864
hsa-miR-4691-5p	0	410	2.76	0	27.3341406744593
hsa-miR-4692	0	82	6.87	3	11.1834501606584
hsa-miR-4692-5p:Novel	0	94	5.16	2	10.8812406714332
hsa-miR-4693-3p	0	2171	167.85	84	252.717634431594
hsa-miR-4693-5p	0	161	2.49	0	11.9218432428687
hsa-miR-4694-3p	0	46	2.13	1	4.32956731954658
hsa-miR-4694-5p	0	2	0.08	0	0.298049999132912
hsa-miR-4695-3p	0	5	0.31	0	0.695207595406131
hsa-miR-4695-5p	0	736	37.64	21	65.8749937340962
hsa-miR-4696	0	17	1.09	0	2.01280678405022
hsa-miR-4696-3p:Novel	0	62	2.36	1	5.6239908735843
hsa-miR-4697-3p	0	4	0.33	0	0.716824596292519
hsa-miR-4697-5p	0	29	3.27	2	4.64422410339652
hsa-miR-4698	0	1331	59.24	24	124.26262755462
hsa-miR-4698-5p:Novel	0	288	14.7	5	30.3229008965258
hsa-miR-4699-3p	0	10	0.39	0	1.03648122290772
hsa-miR-4699-5p	0	173	2.52	0	12.5131172850033
hsa-miR-4700-3p	0	179	2	0	12.0939204782878
hsa-miR-4700-5p	0	16398	181.96	30	1109.17111536351
hsa-miR-4701-3p	0	130	10.54	4	17.5309901294212
hsa-miR-4701-5p	0	141	8.39	2	19.4908506444096
hsa-miR-4703-3p	0	17	0.44	0	1.52489091068102
hsa-miR-4703-5p	0	46	1.02	0	3.53914764874555
hsa-miR-4704-3p	0	9	0.23	0	1.00748273395998
hsa-miR-4704-5p	0	14	0.36	0	1.24912282379202
hsa-miR-4705	0	85	1.09	0	5.78206325102071
hsa-miR-4705-3p:Novel	0	108	2.15	1	8.182307913672
hsa-miR-4706	0	639	21.94	8	53.3518038782273
hsa-miR-4706-3p:Novel	0	301	15.18	7	31.3834588410265
hsa-miR-4707-3p	0	10	0.68	0	1.35643162870692
hsa-miR-4707-5p	0	108	9.81	5	14.7335982760134
hsa-miR-4708-3p	0	16	1.08	0	1.99509165351735
hsa-miR-4708-5p	0	155	8.55	2	19.3241052792202
hsa-miR-4709-3p	0	99	8.38	3	16.7402524324499
hsa-miR-4709-5p	0	8	0.35	0	0.958495657944601
hsa-miR-4710	0	52	2.59	1	5.61872872418227
hsa-miR-4710-3p:Novel	0	676	27.39	5	77.0846957455794
hsa-miR-4711-3p	0	165	2.2	0	11.8541638354121
hsa-miR-4711-5p	0	22	0.83	0	2.32780517389893
hsa-miR-4712-3p	0	149	4.35	1	11.0252142839674
hsa-miR-4712-5p	0	45	2.59	1	5.35235449898896
hsa-miR-4713-3p	0	7198	283.68	93	629.018291281432
hsa-miR-4713-5p	0	20	0.41	0	1.62186846061482
hsa-miR-4714-3p	0	22	1.18	0	2.57289033743594
hsa-miR-4714-5p	0	66	4.98	2	8.24514782349869
hsa-miR-4715-3p	0	209	2.16	0	13.7785947908965
hsa-miR-4715-5p	0	50	3.33	1	6.64792238106076
hsa-miR-4716-3p	0	91	10.46	6	13.7495866177584
hsa-miR-4716-5p	0	4	0.12	0	0.470649578352173
hsa-miR-4717-3p	0	207	3.3	1	14.3751109151444
hsa-miR-4717-5p	0	445	12.77	5	32.6413995779165
hsa-miR-4718	0	8	0.44	0	1.11290943547675
hsa-miR-4718-3p:Novel	0	190	9.71	3	19.7320580338668
hsa-miR-4719	0	60	0.86	0	4.1187152490369
hsa-miR-4719-5p:Novel	0	13	0.6	0	1.49723488416389
hsa-miR-4720-3p	0	29	2.06	0	5.01685039876961
hsa-miR-4720-5p	0	4	0.3	0	0.599442294204949
hsa-miR-4721	0	101	11.71	6	15.8761579141162
hsa-miR-4721-5p:Novel	0	134	4.43	2	9.99120710065126
hsa-miR-4722-3p	0	9	0.19	0	0.770386678335737
hsa-miR-4722-5p	0	156	5.1	2	14.5925597500643
hsa-miR-4723-3p	0	498	15.44	4	49.5777631870812
hsa-miR-4723-5p	0	31	2.05	1	3.56550884689407
hsa-miR-4724-3p	0	73	2.99	1	7.88822311637408
hsa-miR-4724-5p	0	565	7.23	1	39.2249779788299
hsa-miR-4725-3p	0	561	18.06	5	50.2728878514343
hsa-miR-4725-5p	0	450	32.53	14	56.4936679616157
hsa-miR-4726-3p	0	5	0.28	0	0.632683641017194
hsa-miR-4726-5p	0	341	7.87	1	28.3387861221196
hsa-miR-4727-3p	0	82	2.75	1	6.46594601705858
hsa-miR-4727-5p	0	3	0.2	0	0.528981026546934
hsa-miR-4728-3p	0	638	17.27	4	57.6245840042552
hsa-miR-4728-5p	0	31	2.26	1	4.08030876759259
hsa-miR-4729	0	25	0.95	0	2.34564957429934
hsa-miR-4729-3p:Novel	0	48	2.13	1	4.36229709363157
hsa-miR-4730	0	42	2.64	1	4.96775528490157
hsa-miR-4730-3p:Novel	0	39	3.67	2	5.67557163322946
hsa-miR-4731-3p	0	11	0.38	0	1.0354991060825
hsa-miR-4731-5p	0	8	0.61	0	1.04109364634729
hsa-miR-4732-3p	0	24	0.48	0	1.81007736031314
hsa-miR-4732-5p	0	595	20.89	8	53.3119923556882
hsa-miR-4733-3p	0	30	0.62	0	2.33508130612846
hsa-miR-4733-5p	0	197	1.86	0	13.2639526700054
hsa-miR-4734	0	301	17.35	9	31.3685778996042
hsa-miR-4734-5p:Novel	0	19	2	1	3.06537953998162
hsa-miR-4735-3p	0	3	0.18	0	0.472454192841257
hsa-miR-4735-5p	0	3	0.13	0	0.436173303977399
hsa-miR-4736	0	6	0.29	0	0.760428946661958
hsa-miR-4736-3p:Novel	0	199	7.82	1	24.0825116458974
hsa-miR-4737	0	587	17.79	7	43.0683446075762
hsa-miR-4737-3p:Novel	0	148	8.94	4	16.8523346737886
hsa-miR-4738-3p	0	242	19.48	7	32.6685393244844
hsa-miR-4738-5p	0	223	2.06	0	17.2399739326589
hsa-miR-4739	0	2433	52.6	9	184.988768063374
hsa-miR-4739-3p:Novel	0	1622	89.86	23	195.607611336691
hsa-miR-4740-3p	0	77	2.2	1	6.4805808439205
hsa-miR-4740-5p	0	137	5.94	3	11.420315133589
hsa-miR-4741	0	389	23.03	11	39.5462839757575
hsa-miR-4741-5p:Novel	0	1022	16.12	4	71.981637840336
hsa-miR-4742-3p	0	5	0.19	0	0.532119165761734
hsa-miR-4742-5p	0	11	0.48	0	1.1672989963458
hsa-miR-4743-3p	0	24	0.62	0	1.95505969185026
hsa-miR-4743-5p	0	25	1.82	1	3.07225165077872
hsa-miR-4744	0	90	1.72	0	6.63223156156075
hsa-miR-4744-3p:Novel	0	112	4.35	1	12.3716064017888
hsa-miR-4745-3p	0	12	0.58	0	1.37524467396719
hsa-miR-4745-5p	0	73	1.39	0	5.18254532870297
hsa-miR-4746-3p	0	26	2.12	1	3.16491491185618
hsa-miR-4746-5p	0	124	4.64	1	12.9544017077266
hsa-miR-4747-3p	0	54	2.19	0	5.7663967910689
hsa-miR-4747-5p	0	50	1.79	0	4.59792648120809
hsa-miR-4748	0	205	14.23	7	24.0424808106026
hsa-miR-4748-3p:Novel	0	332	20.9	9	39.1769157935343
hsa-miR-4749-3p	0	12	0.2	0	0.892783459612124
hsa-miR-4749-5p	0	309	5.74	1	22.561508841819
hsa-miR-4750-3p	0	150	6.05	0	18.0743770683299
hsa-miR-4750-5p	0	157	12.15	6	19.0671497863935
hsa-miR-4751	0	127	5.88	3	11.3974797875829
hsa-miR-4751-3p:Novel	0	373	15.08	3	38.9302786735786
hsa-miR-4752	0	18	2.31	1	3.49368338438828
hsa-miR-4752-3p:Novel	0	93	2.98	1	8.3407835080343
hsa-miR-4753-3p	0	12	0.59	0	1.33333641655211
hsa-miR-4753-5p	0	50	2.68	1	4.96734936518967
hsa-miR-4754	0	105	7.67	4	11.6133012414401
hsa-miR-4754-3p:Novel	0	1574	33.57	14	109.635349382605
hsa-miR-4755-3p	0	143	6.52	2	14.0685203473026
hsa-miR-4755-5p	0	13	0.83	0	1.54128955078361
hsa-miR-4756-3p	0	27	1.15	0	2.57620284031388
hsa-miR-4756-5p	0	24	1.51	1	3.30114944933477
hsa-miR-4757-3p	0	33	3.36	2	4.66435191399234
hsa-miR-4757-5p	0	95	3.21	1	8.3813396968036
hsa-miR-4758-3p	0	6	0.55	0	0.964402673881286
hsa-miR-4758-5p	0	5362	130.26	18	536.025222282122
hsa-miR-4759	0	53	1.72	0	5.50895311757867
hsa-miR-4759-3p:Novel	0	218	4.77	1	17.5763046072429
hsa-miR-4760-3p	0	16	0.17	0	1.13424762964854
hsa-miR-4760-5p	0	190	13.12	6	21.3861652184243
hsa-miR-4761-3p	0	35	3.12	1	5.03259686711302
hsa-miR-4761-5p	0	44	1.12	0	3.96068532794293
hsa-miR-4762-3p	0	25	0.76	0	2.19181546988291
hsa-miR-4762-5p	0	14	0.71	0	1.62172017341231
hsa-miR-4763-3p	0	200	13.19	7	19.8139722325978
hsa-miR-4763-5p	0	14	1.18	0	2.20213882874011
hsa-miR-4764-3p	0	5	0.13	0	0.509129323791058
hsa-miR-4764-5p	0	27	1.74	1	3.3091756944629
hsa-miR-4765	0	112	7.28	4	12.2649108268526
hsa-miR-4765-5p:Novel	0	46	1.53	0	4.4285557424724
hsa-miR-4766-3p	0	30	1.56	0	3.82565512259845
hsa-miR-4766-5p	0	16	1.38	0	2.44685256295741
hsa-miR-4767	0	324	26.33	10	42.3113232606741
hsa-miR-4767-3p:Novel	0	137	14.37	7	20.3624757901604
hsa-miR-4768-3p	0	74	1.3	0	5.75452090773927
hsa-miR-4768-5p	0	35	3.57	2	5.33655317252705
hsa-miR-4769-3p	0	2	0.1	0	0.318454626468877
hsa-miR-4769-5p	0	144	7.91	3	16.0969480330125
hsa-miR-4770	0	131	10.49	6	14.9222468065573
hsa-miR-4770-5p:Novel	0	31	3.01	1	4.90379927190105
hsa-miR-4771	0	168	5.87	3	13.1359170261014
hsa-miR-4771-5p:Novel	0	1005	34.46	11	96.1368443649863
hsa-miR-4772-3p	0	6	0.5	0	1.0591329550844
hsa-miR-4772-5p	0	7	0.72	0	1.28536979958346
hsa-miR-4773	0	48	3.62	2	5.45860754494515
hsa-miR-4773-5p:Novel	0	58	2.72	1	4.99193518597663
hsa-miR-4774-3p	0	25	0.68	0	2.3216539271023
hsa-miR-4774-5p	0	236	6.71	2	19.408511564477
hsa-miR-4775	0	55	0.8	0	3.95716202236833
hsa-miR-4775-3p:Novel	0	14	0.89	0	1.80169784921195
hsa-miR-4776-3p	0	31	2.61	2	3.67756116462795
hsa-miR-4776-5p	0	13	1.41	1	2.10732107926706
hsa-miR-4777-3p	0	25	0.45	0	1.91610329255346
hsa-miR-4777-5p	0	3	0.18	0	0.49036144184023
hsa-miR-4778-3p	0	11	0.91	0	1.59779382085944
hsa-miR-4778-5p	0	100	9.87	4	15.1428365243131
hsa-miR-4779	0	24	2.08	1	3.50212413608588
hsa-miR-4779-5p:Novel	0	82	1.58	0	6.30360393146564
hsa-miR-4780	0	429	12.87	5	32.741863660047
hsa-miR-4780-5p:Novel	0	35	3.64	2	5.26209256605637
hsa-miR-4781-3p	0	27	1.89	0	3.97314128987863
hsa-miR-4781-5p	0	10	0.47	0	1.31972546375722
hsa-miR-4782-3p	0	11	0.52	0	1.42966933856783
hsa-miR-4782-5p	0	11	0.75	0	1.35437068946477
hsa-miR-4783-3p	0	62	3.09	1	6.20799932239034
hsa-miR-4783-5p	0	14	1.29	1	2.06171432939311
hsa-miR-4784	0	128	8.7	5	13.3375549838257
hsa-miR-4784-3p:Novel	0	3235	32.91	6	216.380841494647
hsa-miR-4785	0	268	20.81	11	32.5051515139447
hsa-miR-4785-5p:Novel	0	112	11.24	6	15.5120998092245
hsa-miR-4786-3p	0	41	2.69	1	5.2482052578283
hsa-miR-4786-5p	0	384	4.04	0	25.7021710822736
hsa-miR-4787-3p	0	1374	11.34	1	93.595344439849
hsa-miR-4787-5p	0	244	23.63	10	35.3374444257189
hsa-miR-4788	0	22	1.68	1	2.7752433639005
hsa-miR-4788-3p:Novel	0	88	5.14	2	9.07353250703839
hsa-miR-4789-3p	0	5	0.31	0	0.798033879675148
hsa-miR-4789-5p	0	39	1.14	0	3.8452423471098
hsa-miR-4790-3p	0	39	1.14	0	3.30120548792767
hsa-miR-4790-5p	0	4	0.25	0	0.676132784592253
hsa-miR-4791	0	152	6.94	3	14.2169208216774
hsa-miR-4791-3p:Novel	0	32	2.43	1	3.92561157332917
hsa-miR-4793-3p	0	81	4.33	1	10.2791959399901
hsa-miR-4793-5p	0	28	3.1	2	4.39176816844933
hsa-miR-4794	0	71	1.61	0	6.23521486361471
hsa-miR-4794-3p:Novel	0	53	2.36	0	5.86170854388258
hsa-miR-4795-3p	0	112	3.73	0	12.5058547780416
hsa-miR-4795-5p	0	13	0.53	0	1.32614391689711
hsa-miR-4796-3p	0	253	5.54	1	21.3579774586631
hsa-miR-4796-5p	0	17	0.38	0	1.57431470017786
hsa-miR-4797-3p	0	11	0.34	0	1.02665381475452
hsa-miR-4797-5p	0	18	1.19	0	2.3540967474227
hsa-miR-4798-3p	0	11	0.46	0	1.13323597187186
hsa-miR-4798-5p	0	14	1.27	0	2.38165190538652
hsa-miR-4799-3p	0	105	2.03	1	7.37765887835573
hsa-miR-4799-5p	0	3	0.26	0	0.574416331289093
hsa-miR-4800-3p	0	520	29.42	10	61.4473750043383
hsa-miR-4800-5p	0	62	6.69	3	9.54294988752786
hsa-miR-4801	0	16	0.42	0	1.2875699273797
hsa-miR-4801-5p:Novel	0	14	0.52	0	1.35843496994135
hsa-miR-4802-3p	0	263	22.06	9	38.8561823664563
hsa-miR-4802-5p	0	11	0.88	0	1.63295162355895
hsa-miR-4803	0	44	3.46	1	6.04150155253838
hsa-miR-4803-3p:Novel	0	28	1.39	1	2.64711441767623
hsa-miR-4804-3p	0	6	0.14	0	0.614498499670569
hsa-miR-4804-5p	0	81	5.84	2	9.48815108962755
hsa-miR-483-3p	0	27	1.14	0	2.68424935745432
hsa-miR-483-5p	0	500	21.66	9	48.5693698084234
hsa-miR-484	0	511	4.01	1	33.6231641488717
hsa-miR-484-3p:Novel	0	302	37.33	20	46.9977784530028
hsa-miR-485-3p	0	30	0.73	0	2.9378773424978
hsa-miR-485-5p	0	83	5.72	2	12.1174753973111
hsa-miR-486-3p	0	1477	58.55	6	196.578729538349
hsa-miR-486-5p	0	1446	17.67	2	104.387193904688
hsa-miR-487a-3p	0	6	0.19	0	0.670528011434788
hsa-miR-487a-5p	0	60	1.94	0	5.63702138222286
hsa-miR-487b-3p	0	18	0.57	0	1.90645329229184
hsa-miR-487b-5p	0	82	1.6	0	6.23604554365146
hsa-miR-488-3p	0	23	0.75	0	2.00651963848896
hsa-miR-488-5p	0	5	0.31	0	0.814076250774389
hsa-miR-489-3p	0	132	5.31	2	13.6653552566468
hsa-miR-489-5p	0	39	1.08	0	3.73855116809519
hsa-miR-490-3p	0	102	3.51	1	10.7350985685141
hsa-miR-490-5p	0	6	0.24	0	0.748611264223497
hsa-miR-491-3p	0	15	0.35	0	1.20190515235778
hsa-miR-491-5p	0	595	17.34	2	62.981326412603
hsa-miR-492	0	52	2.88	1	5.72421928294939
hsa-miR-492-3p:Novel	0	201	8.62	4	16.6804402659178
hsa-miR-493-3p	0	175	3.44	0	18.5478583715262
hsa-miR-493-5p	0	33	3.46	1	5.49370325846621
hsa-miR-494-3p	0	191	14.96	6	27.8869834579061
hsa-miR-494-5p	0	48	2.83	1	6.03455284426203
hsa-miR-495-3p	0	9	0.45	0	1.04999348116682
hsa-miR-495-5p	0	42	1.69	0	5.46057621097517
hsa-miR-496	0	527	10.09	2	43.5784621003894
hsa-miR-496-5p:Novel	0	137	7.37	3	13.2999639471137
hsa-miR-497-3p	0	60	3.67	0	9.28837650713121
hsa-miR-497-5p	0	16	0.99	0	1.85925322492339
hsa-miR-498-3p	0	39	3.07	2	4.86494377805061
hsa-miR-498-5p	0	131	6.32	1	16.4747060376261
hsa-miR-4999-3p	0	29	1.49	0	4.12113996163622
hsa-miR-4999-5p	0	14	0.58	0	1.35286736637263
hsa-miR-499a-3p	0	124	1.61	0	8.27742927664891
hsa-miR-499a-5p	0	37	1.92	1	3.56555035395999
hsa-miR-499b-3p	0	86	4.01	1	8.77863820181738
hsa-miR-499b-5p	0	266	14.67	4	31.0256575064695
hsa-miR-5000-3p	0	42	0.97	0	3.29566427135599
hsa-miR-5000-5p	0	27	1.33	0	2.79307056037731
hsa-miR-5001-3p	0	147	4.04	0	13.1905090643592
hsa-miR-5001-5p	0	1183	79.64	38	142.427835882655
hsa-miR-5002-3p	0	187	8.39	4	15.8039523684179
hsa-miR-5002-5p	0	13	0.91	0	1.77618676545589
hsa-miR-5003-3p	0	82	7.48	3	12.2994538514382
hsa-miR-5003-5p	0	14	0.93	0	2.00527460450069
hsa-miR-5004-3p	0	19	1	0	1.85113631010712
hsa-miR-5004-5p	0	146	3.53	1	12.9880595999203
hsa-miR-5006-3p	0	45	1.92	0	5.75410297533527
hsa-miR-5006-5p	0	993	71.58	18	132.733701155828
hsa-miR-5007-3p	0	3	0.08	0	0.343979273238003
hsa-miR-5007-5p	0	20	1.03	0	2.02014605520417
hsa-miR-5008-3p	0	4	0.27	0	0.648280703365963
hsa-miR-5008-5p	0	21	1.87	1	3.40567195283806
hsa-miR-5009-3p	0	12	0.57	0	1.58261234425049
hsa-miR-5009-5p	0	112	2.84	1	8.29549224899285
hsa-miR-500a-3p	0	204	4.55	1	15.4662838001362
hsa-miR-500a-5p	0	69	4.52	2	8.58230874433903
hsa-miR-500b-3p	0	13	0.8	0	1.84170841665121
hsa-miR-500b-5p	0	68	4.2	2	8.30442323800808
hsa-miR-501-3p	0	676	77.37	44	104.769461919753
hsa-miR-501-5p	0	28	1.25	0	3.03148712071982
hsa-miR-5010-3p	0	66	1.58	0	5.37592639262808
hsa-miR-5010-5p	0	190	13.55	7	22.958712644887
hsa-miR-5011-3p	0	219	2.85	0	15.5281221204382
hsa-miR-5011-5p	0	33	0.62	0	2.3896002664003
hsa-miR-502-3p	0	29	1.79	1	3.45170596750837
hsa-miR-502-5p	0	108	2.27	0	9.00297379051308
hsa-miR-503-3p	0	24	1.52	1	2.74031451923827
hsa-miR-503-5p	0	148	4.9	2	12.1752167745578
hsa-miR-504-3p	0	613	7.25	2	43.796726880918
hsa-miR-504-5p	0	329	34.26	17	47.8266008637975
hsa-miR-5047	0	154	3.91	1	12.9697796532311
hsa-miR-5047-5p:Novel	0	253	4.94	1	20.7499516342149
hsa-miR-505-3p	0	124	1.66	0	8.64037599763426
hsa-miR-505-5p	0	738	13.59	1	62.2800421328428
hsa-miR-506-3p	0	10	0.52	0	1.22150820097032
hsa-miR-506-5p	0	37	1.31	0	4.00309743918283
hsa-miR-507	0	728	15.21	2	62.2531425043342
hsa-miR-507-5p:Novel	0	37	0.96	0	2.90855779562583
hsa-miR-508-3p	0	30	1.34	0	3.72214632202487
hsa-miR-508-5p	0	11	0.39	0	1.07726515862716
hsa-miR-5087	0	213	3.92	0	16.7798382510982
hsa-miR-5087-3p:Novel	0	160	3.94	1	11.7884138542366
hsa-miR-5088-3p	0	8	0.31	0	0.928775508687627
hsa-miR-5088-5p	0	334	5.35	2	22.8579610746488
hsa-miR-5089-3p	0	388	8.25	0	38.4278354172174
hsa-miR-5089-5p	0	184	3.69	1	13.6090944420173
hsa-miR-509-3-5p	0	7	0.44	0	0.994267273711241
hsa-miR-509-3p	0	48	4.43	2	7.07200696562364
hsa-miR-509-5p	0	144	13.3	7	20.9522208884842
hsa-miR-5090	0	270	11.8	5	23.0856276487484
hsa-miR-5090-3p:Novel	0	801	27.5	8	74.4267821455931
hsa-miR-5091	0	854	33.66	15	69.9985385373559
hsa-miR-5091-3p:Novel	0	824	32.36	14	73.9850122717198
hsa-miR-5092	0	330	21.88	8	43.3531941732092
hsa-miR-5092-5p:Novel	0	1237	23.79	3	97.7822896308838
hsa-miR-5093	0	590	18.94	9	43.9095874739516
hsa-miR-5093-5p:Novel	0	238	8.28	2	24.8491400601425
hsa-miR-5094	0	93	10.34	6	14.4458758266911
hsa-miR-5094-3p:Novel	0	161	3.24	1	11.0673984954396
hsa-miR-510-3p	0	74	2.21	1	6.10634748853458
hsa-miR-510-5p	0	18	0.71	0	2.01901937786319
hsa-miR-5100	0	870	32.44	13	69.1664492805766
hsa-miR-5100-5p:Novel	0	746	16.8	5	65.7835242747424
hsa-miR-511-3p	0	65	6.68	3	10.5753653752151
hsa-miR-511-5p	0	13	0.56	0	1.45250647093163
hsa-miR-512-3p	0	53	6.16	3	7.94045799488707
hsa-miR-512-5p	0	104	4.82	2	12.2441161762818
hsa-miR-513a-3p	0	298	6.93	2	23.1995560755271
hsa-miR-513a-5p	0	242	6.88	2	20.2911853680525
hsa-miR-513b-3p	0	10	0.67	0	1.43171233395279
hsa-miR-513b-5p	0	8	0.52	0	1.09897566901603
hsa-miR-513c-3p	0	3	0.15	0	0.507455150347037
hsa-miR-513c-5p	0	26	1.26	0	2.75473679528676
hsa-miR-514a-3p	0	19	1.47	1	2.65231573308403
hsa-miR-514a-5p	0	121	8.55	3	14.9155347194013
hsa-miR-514b-3p	0	45	1.21	0	4.38515834764328
hsa-miR-514b-5p	0	8	0.58	0	1.13512801632147
hsa-miR-515-3p	0	64	3.15	1	7.09815378698302
hsa-miR-515-5p	0	112	4.21	2	9.43015851383075
hsa-miR-516a-3p, hsa-miR-516b-3p	0	151	8.95	3	18.4333001571621
hsa-miR-516a-5p	0	137	2.9	0	10.737769284688
hsa-miR-516b-5p	0	31	1.12	0	2.85562907846457
hsa-miR-517-5p	0	16	1.77	1	2.49437727919247
hsa-miR-517a-3p, hsa-miR-517b-3p	0	36	1.52	0	3.860812788583
hsa-miR-517c-3p	0	4	0.28	0	0.678699799025299
hsa-miR-5186	0	337	18.7	8	40.2696177270653
hsa-miR-5186-5p:Novel	0	168	5.51	2	14.048597970197
hsa-miR-5187-3p	0	11	0.36	0	0.964268389356946
hsa-miR-5187-5p	0	1222	44.15	5	136.945555228845
hsa-miR-5188	0	24	2.66	1	4.07484640723589
hsa-miR-5188-5p:Novel	0	209	7.42	3	17.8797007353831
hsa-miR-5189-3p	0	2143	87.74	23	209.454983943923
hsa-miR-5189-5p	0	115	7.93	3	17.0621204375559
hsa-miR-518a-3p	0	108	9.32	5	13.6547418770504
hsa-miR-518a-5p	0	28	1.82	1	3.01080266082388
hsa-miR-518b	0	24	1.32	1	2.35117162106731
hsa-miR-518b-5p:Novel	0	116	5.54	2	13.3813334850048
hsa-miR-518c-3p	0	30	0.92	0	2.63223603956855
hsa-miR-518c-5p	0	81	3.85	0	10.7962602260016
hsa-miR-518d-3p	0	194	2.19	0	15.0622714624064
hsa-miR-518e-3p	0	172	1.89	0	11.7030608125069
hsa-miR-518f-3p	0	14	0.55	0	1.53069090657538
hsa-miR-518f-5p	0	2	0.08	0	0.289549618885357
hsa-miR-5190	0	96	5.81	2	12.224144245333
hsa-miR-5190-5p:Novel	0	7409	61.6	4	529.716629179734
hsa-miR-5191	0	333	21.18	10	32.1507135370008
hsa-miR-5191-5p:Novel	0	257	11.15	4	26.1469440498007
hsa-miR-5192	0	2629	14.58	2	172.086021688111
hsa-miR-5192-5p:Novel	0	1143	19.51	3	84.697489662143
hsa-miR-5193	0	551	41.8	20	67.153032849801
hsa-miR-5193-5p:Novel	0	377	38.48	18	57.192587651592
hsa-miR-5194	0	95	10.83	5	16.7095461182662
hsa-miR-5194-5p:Novel	0	341	9.91	5	25.1166488318456
hsa-miR-5195-3p	0	26	2.88	1	4.65322957829954
hsa-miR-5195-5p	0	143	11.26	5	19.1818689134448
hsa-miR-5196-3p	0	75	2.82	1	7.3209751754537
hsa-miR-5196-5p	0	235	18.16	10	27.5668312200259
hsa-miR-5197-3p	0	72	4.76	2	9.02009661604871
hsa-miR-5197-5p	0	6	0.33	0	0.774625327756366
hsa-miR-519a-2-5p, hsa-miR-520b-5p	0	44	1	0	4.2755296647853
hsa-miR-519a-3p	0	52	3.86	1	6.265782204884
hsa-miR-519a-5p, hsa-miR-519c-5p, hsa-miR-519b-5p, hsa-miR-523-5p, hsa-miR-518e-5p, hsa-miR-522-5p	0	378	22.2	5	46.2178835047733
hsa-miR-519b-3p	0	44	1.54	0	5.05995941536943
hsa-miR-519c-3p	0	20	1.19	0	2.68271204381298
hsa-miR-519d-3p	0	6	0.2	0	0.652972166776333
hsa-miR-519d-5p	0	8	0.43	0	0.972064289682839
hsa-miR-519e-3p	0	4	0.17	0	0.543266394155298
hsa-miR-519e-5p	0	4	0.24	0	0.617771204342358
hsa-miR-520a-3p	0	73	3.09	1	7.5244163756198
hsa-miR-520a-5p	0	7	0.41	0	0.947879557157145
