miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-4723-5p	1.50182909937468	-1.29424402308293	0.0117507685038611	0.698871977627942	Light_Abst	144_19	FALSE	hsa-miR-152-3p	29.0313991184417	0.989747796189778	0.0130173204586561	0.488259833474676	Heavy_Abst	69_19	FALSE	hsa-miR-631-3p:Novel	13.2353507590627	-0.782989969819859	0.00332583223415811	0.101691548312224	Heavy_Light	69_144	FALSE
hsa-miR-6083-5p:Novel	3.02716705749608	-1.00507583187181	0.0122064968620776	0.713876624817172	Light_Abst	144_19	FALSE	hsa-miR-11400-3p:Novel	5.26209994583544	-1.12792801505978	0.0186614169380557	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-1304-3p	2.40984395396736	-0.958663739410175	0.0035169261275039	0.103532462034317	Heavy_Light	69_144	FALSE
hsa-miR-4478-3p:Novel	4.60400536851292	-0.946981327898093	0.0134804555378478	0.754013373073857	Light_Abst	144_19	FALSE	hsa-miR-1234-5p:Novel	4.71885226065469	-1.13370179150137	0.0149643929640186	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-6080	8.4927485141757	-0.664449347870152	0.00361560150119844	0.103532462034317	Heavy_Light	69_144	FALSE
hsa-miR-4693-3p	192.844056685094	-0.962822497340089	0.0135374301805794	0.754013373073857	Light_Abst	144_19	FALSE	hsa-miR-1236-5p	7.54144082420641	-0.970379930669434	0.0157065111263714	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-8080-3p:Novel	8.63099640721177	0.645364471228953	0.00345174854562798	0.103532462034317	Heavy_Light	69_144	FALSE
hsa-miR-4802-3p	13.6254440805868	1.06511277323402	0.0132675474284464	0.754013373073857	Light_Abst	144_19	FALSE	hsa-miR-1324-5p:Novel	6.7998270494552	-1.66187947923145	0.0183908383295798	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-921-3p:Novel	7.41870259752718	-0.558641052097341	0.00358655725738071	0.103532462034317	Heavy_Light	69_144	FALSE
hsa-miR-6126-3p:Novel	22.2879459073728	-0.734241569746679	0.0151589470085365	0.818349923891611	Light_Abst	144_19	FALSE	hsa-miR-151a-3p	134.093293189194	-0.617310340592738	0.0185283365302953	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-935-5p:Novel	20.6678339278969	0.589182695433904	0.00381503199263485	0.107536214292395	Heavy_Light	69_144	FALSE
hsa-miR-6770-5p	2.64416555955733	-1.42903037321524	0.0151281061459899	0.818349923891611	Light_Abst	144_19	FALSE	hsa-miR-153-2-5p	3.65293213062611	0.997980122556177	0.0196716554300901	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-5585-3p	2.43078877836072	0.973345149184256	0.00400717064762955	0.111214397666519	Heavy_Light	69_144	FALSE
hsa-miR-12135	2.21668584914759	1.33440639370759	0.0159098008627487	0.820992518049783	Light_Abst	144_19	FALSE	hsa-miR-221-5p	8.75673433265271	-1.61675988530122	0.0184073765733031	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-4516-3p:Novel	163.133801192771	0.720259289632056	0.00421929955622859	0.114684814085326	Heavy_Light	69_144	FALSE
hsa-miR-1244-5p:Novel	0.725276420472643	-1.39781727647658	0.0157265415774553	0.820992518049783	Light_Abst	144_19	FALSE	hsa-miR-3115-3p:Novel	5.99869332860455	-1.22907464327945	0.0152547114451692	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-4651-3p:Novel	15.6593537304764	0.689589086457295	0.00437749831326519	0.114684814085326	Heavy_Light	69_144	FALSE
hsa-miR-646-5p:Novel	12.6826693356252	0.73045071074971	0.0156733186802903	0.820992518049783	Light_Abst	144_19	FALSE	hsa-miR-3128-3p:Novel	2.19645951241832	-1.56529150730796	0.0157447056064877	0.509454556783221	Heavy_Abst	69_19	FALSE	hsa-miR-5707-3p:Novel	5.62351732925002	-1.08602995097357	0.00426821785621466	0.114684814085326	Heavy_Light	69_144	FALSE
