ID	Average__37	Average_37_53	Average__53	Median__37	Median_37_53	Median__53	log2FoldChange	pvalue	padj	comparison	treshold
hsa-miR-299-5p	0.112875996863027	0.270137742958828	0.2075878898717	0	0	0	-0.273673747003677	0.795860289917703	NA	_53_vs__37	NA
hsa-miR-29a-3p	13.0556933905999	3.88482325590891	4.65615677807358	1.28242841880652	0.886530591081733	1.32923954478746	-0.129655392303469	0.684740258690161	0.889418053407329	_53_vs__37	FALSE
hsa-miR-29a-5p	0.349805920615107	0.262622814863811	0.32539870393852	0	0	0	-0.10238219275953	0.850106469046566	NA	_53_vs__37	NA
hsa-miR-29b-1-5p	3.38046433592385	2.39028063575579	2.3164268761167	0.88848360529054	0.53289707024925	0.510669809437768	-0.438134278469332	0.199622054635054	0.546054624702937	_53_vs__37	FALSE
hsa-miR-29b-2-5p	4.10724888990003	3.03425833055396	2.93722292489582	1.92182933667575	1.28670892869893	1.58377018991593	-0.40306578114896	0.139240349547729	0.477659529508537	_53_vs__37	FALSE
hsa-miR-29b-3p	8.29605055413538	6.02183727385958	6.08487482489809	3.92433966769573	2.96715547508186	3.45031060496134	-0.358318664093547	0.134181155847594	0.471446113852795	_53_vs__37	FALSE
hsa-miR-29c-3p	2.00741573065765	2.78363318927499	2.45301924774482	0.44836134304317	0.94751509988777	0.949899257448829	0.885647348176516	0.00948115891701129	0.148266129131816	_53_vs__37	FALSE
hsa-miR-29c-5p	1.25119780692764	0.740395157706299	12.9543396320865	0	0	0.0908959435650516	0.561748019494929	0.196421430566338	0.543865998868605	_53_vs__37	FALSE
hsa-miR-300	50.3351151709601	41.4541679826614	48.9532149286833	23.1348449625318	25.091047408495	25.1875389884834	-0.109385665207766	0.624327648478626	0.859244760267321	_53_vs__37	FALSE
hsa-miR-300-5p:Novel	3.16705724376691	2.85597618635112	1.91814502419451	1.15737885598964	1.04254705231654	0.823903639305343	-0.30971296747315	0.277648820366116	0.623077089813382	_53_vs__37	FALSE
hsa-miR-301a-3p	0.603231308509411	0.47362794806756	0.842370651292506	0	0	0	-0.33973497900509	0.467777702532638	NA	_53_vs__37	NA
hsa-miR-301a-5p	0.539388642351203	0.92013417914957	0.459266959036345	0	0	0	-0.442408811048669	0.259315462343687	NA	_53_vs__37	NA
hsa-miR-301b-3p	1.66755840211312	1.52608806089967	1.36923070962139	0.69168924289406	0.286749858319819	0.396141287891989	-0.0308744570111484	0.923058753436263	0.97772822835775	_53_vs__37	FALSE
hsa-miR-301b-5p	1.18052949207699	0.765027621221021	2.53948220655668	0.433409412132326	0	0.0571559908603856	0.00637542605982015	0.985775064066643	0.99511632852603	_53_vs__37	FALSE
hsa-miR-302a-3p	0.687593669458006	0.837631334853419	0.601913909039832	0	0	0	-0.514635718387768	0.229423890630107	NA	_53_vs__37	NA
hsa-miR-302a-5p	2.22254074382741	0.888820152140502	1.69498743330666	0.70510962766245	0	0	-0.154587359841376	0.655940489926429	0.87580881057216	_53_vs__37	FALSE
hsa-miR-302b-3p	0.349033891231227	0.357948898573831	0.115143844904699	0	0	0	-0.665082236053995	0.342056837015575	NA	_53_vs__37	NA
hsa-miR-302b-5p	2.12152394558183	1.18305543037058	1.47783950943453	0.610249399357802	0	0.586550688225148	-0.411742511165814	0.203882312526309	0.549235694698147	_53_vs__37	FALSE
hsa-miR-302c-3p	0.617507113110024	0.430881628994253	0.804508327053428	0	0	0	-0.935488261008121	0.0293723880484304	NA	_53_vs__37	NA
hsa-miR-302c-5p	21.8828301125269	17.0268543560606	23.2763462710813	7.54406673045659	7.55984708086906	7.10258356044215	-0.081675982318752	0.753472533123729	0.923290026101899	_53_vs__37	FALSE
hsa-miR-302d-3p	0.503065233716368	0.226962885299719	0.260128911268017	0	0	0	-0.929089204739017	0.118094700143348	NA	_53_vs__37	NA
hsa-miR-302d-5p	0.729727434940881	0.353824269550607	0.747059389509431	0	0	0	0.143700691953941	0.697399756598416	NA	_53_vs__37	NA
hsa-miR-302e	4.37353251670553	3.01899005972878	4.57104219870418	1.9634488582696	1.10643469653595	1.1834978211941	-0.345670420585244	0.236800689897224	0.589535050889964	_53_vs__37	FALSE
hsa-miR-302e-3p:Novel	8.3088987925953	6.64996256036879	6.08924440747126	4.31316377240075	3.59669413481963	4.15084402551738	-0.31020343772147	0.181848165453626	0.528873359893505	_53_vs__37	FALSE
hsa-miR-302f	0.368912209085045	0.406797282384119	0.588715379113992	0	0	0	0.541072328447239	0.256281619643986	NA	_53_vs__37	NA
hsa-miR-302f-5p:Novel	0.0704429109073858	0.0832086848068092	0.107956231152498	0	0	0	-0.412173714803794	0.736260785758276	NA	_53_vs__37	NA
hsa-miR-3059-3p	15.0196303527159	20.181520006699	17.731658867851	2.85841583452283	3.24658619487774	2.35728055409392	0.282010583008237	0.44655617576424	0.761574623011085	_53_vs__37	FALSE
hsa-miR-3059-5p	1.34406329439498	1.37771451948806	1.78562684522981	0.406769650592308	0	0	0.0243775016912939	0.949551970455095	0.986119928131407	_53_vs__37	FALSE
hsa-miR-3064-3p	0.200355614565826	0.20963311415786	0.0740713786728452	0	0	0	-0.741128779834355	0.382383616027635	NA	_53_vs__37	NA
hsa-miR-3064-5p	55.8408776075041	64.4401186953694	52.5970418700171	34.8226377258504	37.4424383883713	30.8545806380556	-0.0304226630081488	0.881156785918785	0.964403616133604	_53_vs__37	FALSE
hsa-miR-3065-3p	0.54373719105193	0.795513169350588	0.637143239097985	0	0	0	0.233102573989392	0.476975427495307	NA	_53_vs__37	NA
hsa-miR-3065-5p	2.01432395979673	2.22241991582923	1.87720618919303	0.814769963928974	0.646048265757726	0.598066750275898	0.242411529617982	0.427201280968251	0.742799052688844	_53_vs__37	FALSE
hsa-miR-3074-3p	3.65670295901714	2.54575627688786	2.21150597783593	1.50875244147666	1.87685510546487	0.998870117616186	-0.222076736550459	0.394583264112752	0.718252616045644	_53_vs__37	FALSE
hsa-miR-3074-5p	9.98471929409657	9.57124169445387	16.9481498799822	5.19641674570837	4.79607363224325	5.86476602336927	0.326036150626305	0.217561317294107	0.568253501445361	_53_vs__37	FALSE
hsa-miR-3085-3p	0.485112463149695	0.532596896490874	0.544086953198255	0	0	0	0.0573850872753947	0.889626103558198	NA	_53_vs__37	NA
hsa-miR-3085-5p	23.1051583134388	18.4391603908683	21.6772032848765	11.6129097018894	10.7118261460774	11.4856154659188	0.257961517956907	0.244679388848644	0.596718101375776	_53_vs__37	FALSE
hsa-miR-30a-3p	3.59703030011381	6.31943306592264	4.68192709622329	1.22562616945804	1.24016042498488	1.19659636469694	0.630421885416906	0.0472985299389687	0.290137960699548	_53_vs__37	FALSE
hsa-miR-30a-5p	8.91550417893133	10.128089082734	19.2435399817786	4.67339740126458	5.45562325245653	4.91541494614937	0.211114836536463	0.387910642249288	0.712162764297053	_53_vs__37	FALSE
hsa-miR-30b-3p	3.43333080069609	3.57985299711499	3.38032086351557	1.71659521998876	1.92622843314473	1.946231007641	0.0982152707753406	0.674193926794009	0.885908657755566	_53_vs__37	FALSE
hsa-miR-30b-5p	3.01228429881081	8.05636832799639	3.82279314315915	0.75069140743639	0.570935045256736	0.591748910597049	-0.538885250064848	0.147275114954721	0.489416641427019	_53_vs__37	FALSE
hsa-miR-30c-1-3p	13.7382574197089	10.9005941972288	10.4559944851876	8.97119996764031	2.37479074382152	3.17129633085695	0.0936600377875424	0.614731504669707	0.853900373317733	_53_vs__37	FALSE
hsa-miR-30c-2-3p	4.24433631216586	3.61862678999684	4.00252859115539	2.23858166622026	1.96680905858566	2.50103029486775	-0.309851911757573	0.177070938944063	0.527202150038438	_53_vs__37	FALSE
hsa-miR-30c-5p	18.1381426485974	14.7534374945732	14.5673080397349	13.6605992004241	7.75257918909271	9.05829083308362	0.101638663023195	0.540664716160257	0.817010047015534	_53_vs__37	FALSE
hsa-miR-30d-3p	0.551022809769613	0.668904244992285	0.5160218110424	0	0	0	-0.570612430441211	0.14328220122401	NA	_53_vs__37	NA
hsa-miR-30d-5p	44.0033599554373	44.2866228827251	30.8856374103812	4.74059789979096	4.73295281750487	4.72212115270733	-0.0168187151545594	0.949744831779409	0.986119928131407	_53_vs__37	FALSE
