ID	CMa001	CMa002	CMa003	CMa004	CMa005	CMa007	CMa009	CMa010	CMa010b	CMa011	Cii001	Cii002	Cii003	Cii004	Cii005	Cii006	Cii007	Cii008	Cii009	Cii010	Cii011	Cii012	Cii013	Cii014Zymo	Cii014	Cii015	Cii016	Cii017	Cii018	Cii019	Cii020	Cii021	Cii022	Cii023	Cii024	Cii025	Cii026	Cii027	Cii029	Cii030	Cii031	Cii032	Cii033	Cii034	Cii035
hsa-miR-6868-5p:mirBase	2	2	0	3	6	0	4	7	0	8	0	1	3	0	3	0	0	1	0	1	0	0	2	4	0	2	1	1	0	1	4	5	4	1	3	1	1	0	4	1	2	0	1	2	4
hsa-miR-6869-3p:mirBase	9	12	8	57	47	17	4	136	6	45	12	10	40	13	14	7	4	11	18	7	2	23	20	28	2	16	8	7	3	4	33	39	10	3	28	10	13	2	20	14	20	10	11	11	22
hsa-miR-6869-5p:mirBase	66	41	128	104	348	47	121	630	15	474	126	127	223	133	52	47	51	165	54	19	58	19	85	116	12	90	7	71	33	11	84	128	70	14	345	67	102	6	284	36	59	39	46	102	305
hsa-miR-6870-3p:mirBase	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
hsa-miR-6870-5p:mirBase	3	52	13	37	21	9	10	36	3	16	5	6	27	8	73	73	2	1	19	6	6	4	5	21	5	6	1	16	6	12	11	45	4	6	20	16	11	1	20	10	8	31	8	26	23
hsa-miR-6871-3p:mirBase	14	21	17	9	87	6	1	336	21	117	7	8	32	5	5	32	33	54	4	3	7	5	12	9	0	17	7	2	11	7	22	6	128	3	57	9	12	7	11	34	10	7	20	11	26
hsa-miR-6871-5p:mirBase	13	37	19	39	103	5	10	526	23	137	23	14	58	21	31	49	37	75	6	7	17	9	20	26	4	30	8	27	19	12	37	37	149	8	125	10	47	6	23	49	25	18	23	86	144
hsa-miR-6872-3p:mirBase	0	3	0	1	1	0	0	4	1	0	4	0	3	2	0	3	1	1	0	1	3	0	2	0	0	1	1	1	2	0	1	2	0	2	3	0	0	0	9	0	2	0	3	1	1
hsa-miR-6872-5p:mirBase	0	0	0	1	0	1	0	3	1	1	2	1	2	2	2	2	1	1	1	0	0	0	2	0	0	0	0	1	1	0	1	2	3	1	1	0	0	0	8	0	2	1	3	0	4
hsa-miR-6873-3p:mirBase	3	6	1	0	1	2	0	1	0	0	1	4	2	0	10	2	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	1	12	0	0	0	0	1	1	2	3
hsa-miR-6873-5p:mirBase	3	7	1	2	10	2	1	7	3	8	1	5	5	0	14	13	0	1	2	1	1	0	1	1	1	1	0	2	1	1	3	4	4	0	1	4	3	2	9	7	2	4	32	7	13
hsa-miR-6874-3p:mirBase	0	1	0	0	1	0	0	8	1	2	0	0	3	0	2	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	2	1	0	0	1	0	0	0	1	1	1	2	0	0	0
hsa-miR-6874-5p:mirBase	46	9	1	12	141	27	8	204	10	190	4	13	25	4	9	51	15	20	9	8	7	8	8	20	3	29	10	44	5	3	29	12	4	6	25	9	12	2	36	18	19	4	32	16	56
hsa-miR-6875-3p:mirBase	0	14	5	9	8	1	2	3	0	2	4	0	15	22	26	11	4	4	9	1	3	6	13	18	4	7	0	2	0	13	0	17	1	0	8	4	1	1	5	3	3	8	5	6	5
hsa-miR-6875-5p:mirBase	11	14	3	11	33	9	0	41	0	21	2	6	5	12	15	7	0	6	1	8	0	2	5	5	0	3	3	10	8	1	8	35	10	2	7	22	3	0	4	23	7	29	1	11	25
hsa-miR-6876-3p:mirBase	3	12	3	19	10	20	7	73	4	25	4	12	4	16	9	2	2	4	0	1	1	0	2	164	10	7	3	5	5	2	15	5	2	0	48	13	3	0	27	6	24	5	2	4	23
hsa-miR-6876-5p:mirBase	5	8	1	4	10	0	0	24	1	16	1	15	9	1	13	3	0	4	0	1	0	2	0	4	1	0	30	5	0	3	7	30	11	2	4	14	1	3	5	11	5	10	3	8	17
hsa-miR-6877-3p:mirBase	0	0	0	0	0	0	1	4	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	3	0	0	1
hsa-miR-6877-5p:mirBase	7	13	3	16	10	14	7	53	5	22	9	82	10	14	11	9	2	6	12	2	7	3	25	16	1	14	4	18	11	2	11	27	4	2	27	12	16	2	14	0	58	9	10	9	79
hsa-miR-6878-3p:mirBase	0	0	0	0	0	0	2	6	0	0	0	1	0	1	2	47	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6878-5p:mirBase	4	10	3	13	116	5	10	96	4	37	2	6	7	20	141	33	2	13	7	12	6	1	0	50	0	6	6	10	3	4	10	97	9	1	10	6	3	3	21	81	8	15	9	6	8
hsa-miR-6879-3p:mirBase	6	26	6	1	3	2	8	4	2	1	3	3	7	4	4	4	5	0	3	2	1	1	1	8	0	5	0	2	0	11	2	3	1	4	25	8	2	0	1	1	3	7	4	4	15
hsa-miR-6879-5p:mirBase	47	242	25	231	60	23	15	46	1	69	20	32	134	43	65	51	17	8	47	14	51	42	24	84	15	6	7	93	8	6	91	66	36	39	60	32	45	4	57	49	68	215	84	33	73
hsa-miR-6880-3p:mirBase	0	2	1	0	1	1	1	1	0	2	0	0	1	1	34	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-5p:mirBase	8	21	3	164	35	3	9	110	0	50	9	22	26	12	57	16	7	62	53	24	19	8	17	22	2	11	9	23	2	3	19	34	11	28	26	28	19	8	11	15	6	164	7	27	52
hsa-miR-6881-3p:mirBase	2	0	0	0	0	0	0	4	0	0	0	1	2	2	2	1	0	2	0	4	0	0	0	0	1	0	0	2	0	1	1	2	0	0	2	0	0	0	0	1	0	0	1	1	1
hsa-miR-6881-5p:mirBase	5	4	2	8	11	0	2	31	2	7	3	6	5	7	10	51	3	2	2	2	2	1	1	3	0	12	1	5	2	11	11	7	69	3	5	2	14	0	9	6	4	6	15	5	13
hsa-miR-6882-3p:mirBase	1	2	3	1	7	0	0	11	0	4	1	1	0	0	1	0	0	2	0	0	0	0	1	2	1	0	0	1	0	1	1	0	1	0	15	1	2	0	5	0	1	0	0	2	4
hsa-miR-6882-5p:mirBase	12	39	3	10	21	7	4	29	1	43	9	20	26	11	14	8	5	8	10	2	3	2	13	34	2	7	5	8	12	7	28	17	8	14	98	8	30	4	9	4	9	5	5	8	35
hsa-miR-6883-3p:mirBase	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2
hsa-miR-6883-5p:mirBase	4	1	0	2	7	6	3	21	7	8	3	6	5	4	9	4	3	3	4	1	3	1	1	7	2	4	0	10	2	3	16	15	6	2	19	3	14	3	4	1	10	10	4	5	35
hsa-miR-6884-3p:mirBase	3	4	0	5	36	0	10	10	0	8	3	19	1	9	3	6	1	50	6	3	1	0	0	29	0	5	7	0	0	1	4	3	2	1	11	2	5	6	56	7	1	1	4	15	35
hsa-miR-6884-5p:mirBase	12	16	3	18	107	20	13	178	14	258	9	20	24	6	13	10	8	13	33	10	4	5	4	17	4	10	6	16	6	13	31	20	19	3	33	26	25	8	37	11	8	19	11	16	43
hsa-miR-6885-3p:mirBase	0	1	2	1	2	0	1	6	0	1	0	0	0	0	5	0	0	1	0	0	3	0	2	3	0	1	1	1	0	1	1	1	0	0	3	1	0	0	3	2	1	1	2	4	3
hsa-miR-6885-5p:mirBase	4	7	2	1	1	7	2	4	2	6	4	4	7	2	16	3	1	3	1	0	1	7	2	2	0	1	3	3	5	1	6	5	1	7	1	11	4	1	1	3	1	4	4	0	8
hsa-miR-6886-3p:mirBase	15	15	1	15	16	2	3	29	5	7	15	15	151	8	4	3	5	90	6	6	1	3	0	11	4	3	3	5	1	1	10	18	28	0	27	7	3	22	22	0	8	16	2	4	28
hsa-miR-6886-5p:mirBase	6	6	6	5	23	1	6	96	3	22	11	17	10	9	4	5	3	115	2	0	1	3	3	8	1	6	2	4	1	1	18	7	32	2	17	2	5	21	39	39	9	7	0	6	28
hsa-miR-6887-3p:mirBase	0	22	0	5	3	2	0	12	0	4	2	4	5	3	14	2	1	2	0	2	1	2	0	3	2	0	2	0	0	1	3	9	3	1	4	2	14	1	1	0	0	1	2	23	9
hsa-miR-6887-5p:mirBase	14	35	8	21	79	3	21	273	7	160	19	7	105	23	35	104	18	24	11	8	13	8	8	66	17	27	9	9	9	18	19	53	23	9	15	6	14	4	171	13	43	84	15	17	24
hsa-miR-6888-3p:mirBase	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	1	1
hsa-miR-6888-5p:mirBase	8	4	1	1	8	5	5	24	5	21	0	3	7	7	5	2	1	6	3	1	2	0	4	13	1	8	3	9	0	7	8	13	4	1	57	4	10	3	5	1	3	7	6	5	17
hsa-miR-6889-3p:mirBase	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	1	0	1	7	3	0	0	1	0	1	0	1	1	0	0	2	0	0	0	2	0	0
hsa-miR-6889-5p:mirBase	3	8	118	1	83	4	14	391	17	69	15	5	24	10	5	132	30	11	7	5	3	3	1	64	11	66	8	13	4	103	4	18	30	8	10	3	9	3	280	12	9	2	17	4	55
hsa-miR-6890-3p:mirBase	2	1	7	0	3	3	0	6	0	2	4	3	2	1	6	0	0	0	3	0	0	0	4	5	0	1	0	1	0	0	10	6	1	3	3	0	2	0	0	2	0	1	0	3	4
hsa-miR-6890-5p:mirBase	4	13	3	15	14	1	7	7	1	7	2	25	83	3	13	3	3	48	1	2	1	0	18	5	1	2	3	5	1	1	7	7	10	1	11	6	9	10	10	1	4	7	3	12	28
hsa-miR-6891-3p:mirBase	1	0	1	0	2	0	0	1	1	0	3	0	2	1	0	0	1	1	0	0	0	0	2	1	0	2	1	2	2	1	1	0	1	0	9	0	0	0	1	0	2	0	2	1	0
hsa-miR-6891-5p:mirBase	6	21	5	21	141	5	14	10	1	103	12	15	64	16	75	16	2	24	36	9	7	4	9	54	8	5	14	29	7	4	26	30	8	21	25	7	12	1	20	11	36	109	8	13	35
hsa-miR-6892-3p:mirBase	0	1	0	1	0	1	0	1	0	3	1	1	0	2	0	1	0	1	1	0	1	0	2	0	0	0	0	1	0	2	0	5	0	0	6	1	1	0	1	1	1	1	4	6	3
hsa-miR-6892-5p:mirBase	3	12	1	28	116	6	5	46	5	67	5	4	204	1	10	144	6	16	1	0	1	3	2	8	0	0	4	2	5	7	9	3	46	1	10	7	3	1	16	8	5	7	8	19	10
hsa-miR-6893-3p:mirBase	0	0	2	0	0	0	1	8	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	2	1	0	0	3	0	0	0	0	0	1
hsa-miR-6893-5p:mirBase	4	2	4	11	30	6	4	75	3	22	3	5	14	8	7	3	2	2	7	5	9	2	4	21	2	7	4	3	5	6	14	14	3	3	39	2	10	2	17	9	5	3	5	11	15
hsa-miR-6894-3p:mirBase	1	3	0	0	0	1	0	5	0	1	0	0	1	0	4	1	1	1	0	0	0	0	0	1	0	1	0	0	0	3	0	7	0	1	1	1	0	0	0	0	0	3	0	0	3
hsa-miR-6894-5p:mirBase	7	5	3	11	42	2	2	78	2	27	3	7	11	11	18	18	4	12	3	7	3	3	1	14	2	4	6	22	5	5	26	28	2	4	36	2	50	2	8	7	11	26	5	9	15
hsa-miR-6895-3p:mirBase	8	83	0	51	32	8	9	22	0	42	4	22	16	10	2	5	45	9	15	2	27	5	22	38	4	5	1	16	7	26	53	48	19	11	171	67	7	6	12	26	42	12	14	40	99
hsa-miR-6895-5p:mirBase	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-7-1-3p:mirBase	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
hsa-miR-7-1-5p:Novel	4	15	0	7	22	4	3	25	3	20	2	19	5	8	8	3	7	4	1	0	1	1	2	3	0	3	3	5	3	12	9	14	10	1	22	6	4	2	8	2	2	7	6	12	11
hsa-miR-7-2-3p:mirBase	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-7-2-5p:Novel	1	2	0	1	7	1	0	9	1	11	1	3	3	0	0	2	1	0	0	0	0	0	0	3	0	1	1	2	1	0	1	1	0	0	2	11	1	1	40	0	4	3	3	3	8
hsa-miR-7-3-3p:Novel	5	8	1	8	5	0	0	16	2	33	2	9	10	2	49	15	2	3	3	0	1	2	3	2	0	1	1	11	5	9	3	15	11	3	12	3	4	7	5	7	7	8	5	38	26
hsa-miR-7-3-5p:Novel	6	6	1	2	10	2	7	11	2	22	6	2	5	3	6	7	2	3	2	0	3	1	1	4	0	1	2	0	3	4	5	8	4	1	10	1	0	1	6	5	2	3	3	3	14
hsa-miR-708-3p:mirBase	0	4	0	0	3	0	1	7	0	3	1	1	5	1	1	3	0	1	0	0	0	0	0	2	1	0	1	1	0	8	2	8	3	0	2	0	0	0	2	1	0	1	1	2	3
hsa-miR-708-5p:mirBase	0	1	0	2	1	1	0	7	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	3	0	0	0	0	1	0	1	1	4	1	1	2	2	0	1	1	0	3	3	0	4
hsa-miR-7106-3p:mirBase	5	10	4	15	19	5	4	43	1	16	10	3	13	22	11	2	5	15	4	2	2	3	7	5	1	10	1	2	1	0	5	50	6	2	42	3	1	1	6	3	2	5	5	3	11
hsa-miR-7106-5p:mirBase	3	6	1	6	4	7	2	8	0	8	2	1	8	3	5	3	0	3	9	3	2	2	4	4	2	3	2	5	1	1	7	5	4	1	8	4	2	1	5	1	3	3	2	6	14
hsa-miR-7107-3p:mirBase	3	0	1	0	8	0	1	2	1	6	1	5	3	7	1	0	1	1	0	0	1	0	1	4	0	3	1	3	0	2	8	8	1	0	12	6	2	0	3	4	2	0	27	0	2
hsa-miR-7107-5p:mirBase	3	4	1	9	4	1	0	11	0	4	0	4	8	2	9	8	1	5	4	2	6	1	3	3	0	2	3	2	0	1	6	8	1	3	11	2	3	1	4	1	1	13	1	1	10
hsa-miR-7108-3p:mirBase	2	19	4	8	7	7	6	8	2	4	8	0	3	2	13	3	0	2	3	1	1	1	7	10	2	2	0	6	0	2	2	9	9	6	7	6	5	0	8	5	1	5	0	4	8
hsa-miR-7108-5p:mirBase	22	30	16	49	22	15	3	8	0	6	10	54	31	27	60	54	5	3	36	19	25	5	61	77	18	6	23	47	6	1	50	84	5	17	49	16	39	4	54	13	36	66	12	20	41
hsa-miR-7109-3p:mirBase	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2
hsa-miR-7109-5p:mirBase	1	2	1	4	1	0	0	3	0	5	0	1	2	0	5	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0	4	0	1	1	0	0	0
hsa-miR-711-3p:Novel	347	988	202	670	705	215	231	633	65	450	226	538	1864	142	396	154	87	156	281	117	574	817	481	821	172	109	46	640	100	55	381	325	76	170	732	316	475	122	436	118	489	1076	156	578	943
hsa-miR-711-5p:Novel	3	15	9	7	102	8	4	40	6	19	5	17	20	7	13	18	2	2	18	2	8	3	10	36	4	2	4	20	8	8	20	17	8	3	7	3	27	3	8	2	23	9	17	18	25
hsa-miR-7110-3p:mirBase	1	7	4	5	10	4	4	2	3	0	9	28	0	10	13	2	1	4	5	1	3	3	21	16	6	1	2	8	0	0	0	9	1	2	7	6	0	1	2	11	2	6	4	11	7
hsa-miR-7110-5p:mirBase	1	9	1	26	13	2	3	34	1	45	5	11	10	5	44	98	1	2	21	13	9	7	25	17	2	11	48	14	3	3	12	30	9	7	10	7	5	1	14	5	7	37	9	14	28
hsa-miR-7111-3p:mirBase	0	2	0	0	1	0	1	34	4	3	0	0	0	1	0	3	1	4	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	12	0	0	0	1	4	0	1	0	0	1
hsa-miR-7111-5p:mirBase	0	0	1	2	3	0	0	10	0	7	0	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	1	0	2	2	1	2	0	0	0	3	2	0	4	0	1	7	0	0	9
hsa-miR-7112-3p:mirBase	7	4	23	11	26	6	47	62	5	12	69	21	26	16	5	1	3	10	4	0	3	7	4	13	0	17	2	2	0	1	15	9	12	0	52	2	10	1	15	1	4	2	4	12	90
hsa-miR-7112-5p:mirBase	1	0	0	0	0	0	1	10	1	2	0	0	5	0	2	0	0	0	0	3	1	0	0	2	1	1	0	1	0	0	2	2	6	0	3	15	0	0	1	0	0	7	0	4	1
hsa-miR-7113-3p:mirBase	0	1	1	0	0	0	2	4	1	2	1	0	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	1
hsa-miR-7113-5p:mirBase	140	421	162	247	300	132	288	181	27	124	284	43	726	118	1543	220	23	30	35	47	88	223	30	131	39	73	50	56	32	15	87	155	281	39	184	137	79	23	168	143	78	304	111	105	125
hsa-miR-7114-3p:mirBase	3	0	1	0	3	0	0	4	1	0	0	0	0	1	3	0	1	2	0	1	0	1	1	11	2	0	0	1	0	3	3	6	1	2	1	3	1	0	0	1	0	0	5	0	5
hsa-miR-7114-5p:mirBase	8	27	6	27	11	17	14	37	1	16	3	4	27	25	64	27	4	12	10	5	5	3	7	34	3	7	2	47	10	18	16	470	17	14	29	36	17	2	3	24	18	875	11	85	59
hsa-miR-7150-3p:Novel	26	14	8	10	49	12	6	104	6	41	10	6	20	11	85	19	10	12	6	3	8	3	5	38	3	14	7	11	3	4	21	105	18	3	27	16	7	0	45	21	10	19	15	10	31
hsa-miR-7150-5p:Novel	129	99	8	3	40	5	11	35	8	26	17	13	13	24	7	4	212	12	3	2	5	3	3	28	0	18	3	12	6	0	88	13	5	0	69	7	18	1	11	8	13	12	25	16	101
hsa-miR-7151-3p:mirBase	1	1	0	1	1	1	0	4	0	1	2	2	3	0	1	2	0	1	0	0	1	0	1	3	0	3	1	0	2	1	0	2	1	1	1	3	3	0	4	0	0	1	2	1	1
hsa-miR-7151-5p:mirBase	6	4	0	0	9	1	2	8	1	18	0	1	2	5	0	0	1	2	0	1	1	0	1	6	0	5	0	0	0	0	5	11	2	1	6	2	0	0	12	2	0	1	1	0	1
hsa-miR-7152-3p:mirBase	1	1	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	3	0	0	0
hsa-miR-7152-5p:mirBase	0	2	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	2	0	0	0	2	0	2	1	1	1	1	0	1	1	1	0	0	2	1	0	0	0	0	0	2	1	0	3
hsa-miR-7153-3p:mirBase	2	2	0	2	0	3	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	3
hsa-miR-7153-5p:mirBase	2	2	1	0	48	1	4	21	2	33	0	45	2	1	4	87	3	2	0	0	0	0	0	4	0	3	0	0	4	87	5	32	22	1	2	0	1	1	11	2	0	1	12	2	3
hsa-miR-7154-3p:mirBase	1	3	0	3	53	0	2	9	3	18	0	5	3	0	6	7	5	4	5	2	3	0	2	10	1	3	3	3	2	2	6	10	5	1	2	1	1	0	12	7	3	6	13	3	6
hsa-miR-7154-5p:mirBase	0	1	0	0	1	1	0	8	0	6	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	1	12	0	0	1	5	0	1
hsa-miR-7155-3p:mirBase	1	1	0	0	13	0	0	7	0	9	0	0	0	0	0	1	2	4	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-7155-5p:mirBase	7	3	3	1	23	2	0	13	1	3	1	2	6	0	1	0	1	1	0	1	12	0	3	2	0	4	1	0	5	11	0	3	6	0	10	0	2	2	7	9	0	4	4	0	4
hsa-miR-7156-3p:mirBase	2	4	2	12	33	9	12	74	3	27	4	14	10	4	0	5	10	6	5	4	11	3	2	4	3	3	0	4	3	1	19	15	5	1	13	3	7	6	7	41	6	2	6	3	14
hsa-miR-7156-5p:mirBase	2	7	0	3	16	1	4	17	2	8	3	1	4	4	1	5	0	3	1	0	1	2	1	4	1	1	0	54	0	6	6	9	6	1	7	4	0	0	5	0	2	3	0	4	5
hsa-miR-7157-3p:mirBase	0	1	0	2	5	1	0	9	0	1	1	6	1	1	5	2	0	26	0	1	3	0	0	1	0	0	1	1	0	1	0	6	7	0	2	0	2	0	2	1	1	1	0	2	11
hsa-miR-7157-5p:mirBase	0	0	1	1	0	0	0	0	0	1	0	1	2	1	4	1	0	2	0	0	0	0	0	1	0	1	1	2	0	0	3	1	1	0	1	0	0	0	3	0	0	0	2	1	2
hsa-miR-7158-3p:mirBase	2	1	0	2	17	1	11	159	7	18	0	102	6	4	10	469	4	11	1	0	1	1	2	6	0	1	2	3	4	123	4	5	183	1	17	0	1	0	12	1	1	2	1	2	8
hsa-miR-7158-5p:mirBase	0	0	0	0	2	1	0	4	0	0	3	1	2	0	7	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	3	3	0	1	0	1	0	2	1	1	0	0	0	0
hsa-miR-7159-3p:mirBase	1	5	1	0	2	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	5	0	1	0	5	1	2	0	2	0	0	1	0	0	3
hsa-miR-7159-5p:mirBase	21	3	14	15	155	8	9	250	8	170	10	25	12	24	5	59	30	171	10	4	7	3	7	11	3	33	11	7	11	42	28	42	128	17	40	4	14	42	173	10	14	10	242	9	24
hsa-miR-7160-3p:mirBase	0	0	3	0	3	0	2	5	0	2	2	0	2	2	1	0	0	2	0	0	0	0	2	3	0	0	1	2	1	0	5	1	2	0	1	2	2	2	2	0	1	1	2	1	0
hsa-miR-7160-5p:mirBase	3	3	4	3	5	0	2	10	1	17	3	1	5	4	1	3	2	10	0	1	0	0	2	4	0	2	3	3	3	2	4	3	4	1	12	3	2	1	7	1	3	1	2	0	0
hsa-miR-7161-3p:mirBase	68	42	40	34	549	36	38	348	21	77	55	134	142	30	174	70	3	22	9	30	30	59	49	148	14	27	5	88	39	47	197	224	84	28	110	172	55	15	81	362	51	39	83	39	132
hsa-miR-7161-5p:mirBase	3	1	2	1	11	1	0	13	0	69	0	6	6	1	5	17	0	22	0	0	1	0	1	1	1	0	3	0	2	3	0	8	1	1	1	2	2	0	1	1	2	3	1	3	6
hsa-miR-7162-3p:mirBase	16	3	2	1	24	10	6	19	1	26	1	4	31	8	6	3	7	2	0	0	1	0	1	7	0	3	9	8	2	1	0	4	6	3	4	2	3	5	2	3	11	3	2	0	4
hsa-miR-7162-5p:mirBase	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	2	7	0	1	0	0	0
hsa-miR-718-3p:Novel	14	23	34	41	59	8	29	79	4	38	60	28	39	28	33	32	5	25	12	8	9	28	20	15	3	8	3	14	8	3	14	88	16	5	51	14	10	10	13	40	10	45	17	11	44
hsa-miR-718-5p:Novel	20	14	13	16	47	11	7	187	6	84	9	19	17	80	98	27	12	7	3	10	23	9	15	51	8	21	10	25	8	14	36	20	9	2	24	15	13	3	83	21	6	19	18	11	32
hsa-miR-744-3p:mirBase	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-744-5p:mirBase	3	8	1	1	5	1	2	6	0	3	2	7	2	0	1	1	0	1	3	0	3	0	2	4	1	4	2	14	0	0	4	7	1	0	4	3	6	0	2	4	3	1	2	3	6
hsa-miR-7515-3p:Novel	4	1	2	1	5	3	3	18	0	25	1	3	6	2	19	4	0	3	0	2	3	1	0	1	0	5	7	0	2	6	1	15	9	0	5	4	2	2	9	5	0	4	11	2	4
hsa-miR-7515-5p:Novel	14	17	2	18	95	5	8	241	6	103	5	22	24	36	19	69	4	5	23	4	16	6	6	79	11	18	12	41	10	11	46	104	20	12	53	10	27	5	38	32	24	25	16	58	67
hsa-miR-758-3p:mirBase	0	7	0	3	2	0	3	1	5	0	0	2	0	5	1	1	0	4	1	0	1	2	5	0	0	1	0	4	1	3	2	4	3	0	17	9	1	0	3	1	0	2	1	1	1
hsa-miR-758-5p:mirBase	1	6	0	1	10	0	0	2	0	18	2	3	2	0	3	0	0	1	3	0	0	0	0	1	0	2	1	2	1	3	1	4	1	0	1	5	3	0	2	1	0	3	5	0	5
hsa-miR-759-3p:Novel	3	5	1	1	12	6	4	12	1	7	2	12	8	0	14	33	2	3	3	1	1	4	1	9	0	2	1	14	0	17	3	14	9	3	9	3	5	1	11	10	0	1	6	5	10
hsa-miR-759-5p:Novel	12	0	3	2	10	1	0	5	0	0	0	0	8	1	0	3	1	0	1	1	0	0	3	0	0	2	0	1	0	0	1	2	3	0	1	1	4	0	6	0	2	4	1	2	0
hsa-miR-760-3p:Novel	65	33	15	11	79	11	30	91	4	72	11	45	120	22	69	96	22	77	4	6	9	3	18	48	6	29	22	50	13	10	53	80	19	11	117	20	16	1	83	16	23	26	20	13	45
hsa-miR-760-5p:Novel	15	46	23	22	56	15	25	99	5	56	35	15	51	13	111	15	6	8	15	13	13	8	5	54	7	19	9	14	7	32	11	30	19	11	48	22	25	3	20	13	27	24	14	26	58
hsa-miR-761-3p:Novel	8	14	2	5	43	4	6	57	3	38	5	15	9	4	28	13	4	9	6	1	4	2	3	19	1	5	3	5	5	0	13	18	6	4	11	4	4	1	22	9	5	15	6	10	24
hsa-miR-761-5p:Novel	6	11	5	5	68	7	7	177	7	244	3	4	11	17	16	26	4	55	2	3	2	7	3	18	1	5	0	4	6	6	11	20	22	1	12	4	6	2	58	4	6	7	3	7	35
hsa-miR-762-3p:Novel	2	5	6	15	8	5	4	67	4	13	4	4	13	6	6	7	2	8	2	1	1	2	3	6	1	4	3	2	2	3	5	11	5	4	20	4	6	1	14	4	3	15	4	3	17
hsa-miR-762-5p:Novel	3	14	7	4	8	4	6	14	5	13	6	57	5	11	21	23	2	11	4	3	8	3	10	10	2	4	3	9	3	3	8	21	18	5	30	6	7	2	9	18	12	8	10	10	22
hsa-miR-764-3p:Novel	20	14	22	25	18	1	4	83	5	65	6	10	20	8	4	14	75	24	2	2	7	30	5	18	2	30	4	14	7	14	132	23	8	19	64	47	4	4	24	7	8	28	33	15	29
hsa-miR-764-5p:Novel	7	3	38	4	3	5	26	7	3	9	38	9	31	8	3	2	4	2	0	2	4	3	3	6	1	6	4	2	6	0	18	13	6	0	42	7	3	0	13	2	3	3	4	8	56
