ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	_16.x	16_.x	_16.y	16_.y
hsa-miR-498-3p	2.28027257888358	-0.412759036873626	0.536526507396461	-0.769317137519585	0.44170506602553	0.76053479648857	O16_vs_never	FALSE	2.101	2.26	1.195	0.872
hsa-miR-498-5p	4.50683094896757	-0.887209477322319	0.74374928186543	-1.19288784400177	0.232913300603739	0.601234582179589	O16_vs_never	FALSE	8.477	3.258	1.47	1.152
hsa-miR-4999-3p	0.981959861502509	-0.861039494809775	1.05303047046237	-0.817677663621364	0.413541267952006	NA	O16_vs_never	NA	1.148	0.418	0	0
hsa-miR-4999-5p	0.606080274711321	0.46097721387206	0.909596720173817	0.506792959613982	0.612300096766922	NA	O16_vs_never	NA	0.324	3.619	0	0
hsa-miR-499a-3p	1.09793112812136	0.547650096991196	0.858150967088444	0.638174538041106	0.523360069844349	NA	O16_vs_never	NA	3.179	1.583	0	0.169
hsa-miR-499a-5p	1.43265461781448	0.0692269505024733	0.596581967870381	0.116039294230754	0.90762139983708	NA	O16_vs_never	NA	1.256	2.785	0.504	1.204
hsa-miR-499b-3p	2.54218198906272	-1.09494681063703	0.642453162710286	-1.70432161313959	0.0883210193145653	0.427279011589821	O16_vs_never	FALSE	2.891	0.517	1.261	0.261
hsa-miR-499b-5p	12.3619570745628	0.4946757199538	0.54556731667439	0.906718025136093	0.364555928950176	0.713321299772567	O16_vs_never	FALSE	14.996	17.084	2.792	3.027
hsa-miR-5000-3p	0.709201107019392	0.305735531749335	0.95183950348148	0.321204920189871	0.748055103777054	NA	O16_vs_never	NA	0.286	1.15	0	0.225
hsa-miR-5000-5p	0.805789510026956	-0.760705890094507	0.705614342691478	-1.07807600281039	0.280999839824552	NA	O16_vs_never	NA	0.783	0.17	0	0
hsa-miR-5001-3p	2.05000489631124	-0.712500783679925	0.860989841206599	-0.82753680656838	0.407932869213745	0.7409829564914	O16_vs_never	FALSE	1.997	0.449	0	0
hsa-miR-5001-5p	53.4821634958327	-0.371187067622937	0.37574814451473	-0.987861345535896	0.323220558659899	0.6888741752772	O16_vs_never	FALSE	49.209	41.209	26.777	32.67
hsa-miR-5002-3p	6.72015797748438	-1.58858966340205	0.563411941711054	-2.81958820144561	0.00480853140015257	0.0996923590266829	O16_vs_never	FALSE	8.846	1.571	3.737	0.971
hsa-miR-5002-5p	0.571459621127199	-0.0144743012646206	0.726862258073493	-0.0199134032670563	0.984112453004705	NA	O16_vs_never	NA	0.598	1.243	0	0.049
hsa-miR-5003-3p	5.46901647052144	0.0897690801325251	0.464552575681338	0.193237719112557	0.846772799812787	0.957763938399955	O16_vs_never	FALSE	4.077	10.477	2.988	3.007
hsa-miR-5003-5p	0.66541457887357	-0.550998600624685	0.93277449133285	-0.590709336226978	0.554715191313049	NA	O16_vs_never	NA	1.448	0.241	0	0
hsa-miR-5004-3p	0.638713132785593	-0.367550167737753	0.666363550346828	-0.55157603915528	0.581238856512346	NA	O16_vs_never	NA	0.457	0.337	0	0
hsa-miR-5004-5p	2.13033820381767	1.60325184967807	0.532470217376663	3.01096999861674	0.00260414581300893	0.0767218610674885	O16_vs_never	FALSE	2.525	8.219	1.511	2.788
hsa-miR-5006-3p	1.7285034822422	1.65235260983441	1.03803191890567	1.59181291031626	0.111426748424778	NA	O16_vs_never	NA	1.114	2.167	0	0
hsa-miR-5006-5p	40.402277059505	0.00270205016484347	0.370800491207739	0.00728707277609744	0.99418580859553	0.999781633486356	O16_vs_never	FALSE	46.205	20.59	19.399	15.47
hsa-miR-5007-3p	0.0479218734270137	0.173540537286954	4.39041322705952	0.0395271534390813	0.968470105115048	NA	O16_vs_never	NA	0.068	0.032	0	0
hsa-miR-5007-5p	0.775148179673415	-0.0566601055623282	0.704012494957264	-0.0804816760613996	0.935854169339559	NA	O16_vs_never	NA	0.827	1.066	0.679	0.279
hsa-miR-5008-3p	0.193936674748651	-0.143812239866943	1.58215267455414	-0.0908965627526875	0.927574781413796	NA	O16_vs_never	NA	0.099	0.717	0	0
